,Title,Summary,DOI,Categories,Publish Time,Authors,Journal
10,2-Dimensional Euclidean Preferences,"A preference profile with m alternatives and n voters is 2-dimensional
Euclidean if both the alternatives and the voters can be placed into a
2-dimensional space such that for each pair of alternatives, every voter
prefers the one which has a shorter Euclidean distance to the voter. We study
how 2-dimensional Euclidean preference profiles depend on the values m and n.
We find that any profile with at most two voters or at most three alternatives
is 2-dimensional Euclidean while for three voters, we can show this property
for up to seven alternatives. The results are tight in terms of Bogomolnaia and
Laslier [2, Proposition 15(1)].",2205.14687v1,cs.GT,2022-05-29 15:06:14+00:00,"[arxiv.Result.Author('Laurent Bulteau'), arxiv.Result.Author('Jiehua Chen')]",
11,"Feature Engineering for US State Legislative Hearings: Stance, Affiliation, Engagement and Absentees","In US State government legislatures, most of the activity occurs in
committees made up of lawmakers discussing bills. When analyzing, classifying
or summarizing these committee proceedings, some important features become
broadly interesting. In this paper, we engineer four useful features, two
applying to lawmakers (engagement and absence), and two to non-lawmakers
(stance and affiliation). We propose a system to automatically track the
affiliation of organizations in public comments and whether the organizational
representative supports or opposes the bill. The model tracking affiliation
achieves an F1 of 0.872 while the support determination has an F1 of 0.979.
Additionally, a metric to compute legislator engagement and absenteeism is also
proposed and as proof-of-concept, a list of the most and least engaged
legislators over one full California legislative session is presented.",2109.08855v1,cs.IR,2021-09-18 06:50:35+00:00,"[arxiv.Result.Author('Josh Grace'), arxiv.Result.Author('Foaad Khosmood')]",
12,TRIP: Trustless Coercion-Resistant In-Person Voter Registration,"Most existing remote electronic voting systems are vulnerable to voter
coercion and vote buying. While coercion-resistant voting systems address this
challenge, current schemes assume that the voter has access to an untappable,
incorruptible device during voter registration. We present TRIP, an in-person
voter registration scheme enabling voters to create verifiable and
indistinguishable real and fake credentials using an untrusted kiosk inside a
privacy booth at a supervised location, e.g., the registrar's office. TRIP
ensures the integrity of the voter's real credential while enabling the
creation of fake credentials using interactive zero-knowledge proofs between
the voter as the verifier and the kiosk as the prover, unbeknownst to the
average voter. TRIP ensures that even voters who are under extreme coercion,
and cannot leave the booth with a real credential, can delegate their vote to a
political party, with the caveat that they must then trust the kiosk. TRIP
optimizes the tallying process by limiting the number of credentials a voter
can receive and capping the number of votes that a credential can cast per
election. We conduct a preliminary usability study among 41 participants at a
university and found that 42.5% of participants rated TRIP a B or higher in
usability, a promising result for a voter registration scheme that
substantially reduces trust in the registrar.",2202.06692v1,cs.CR,2022-02-14 13:35:46+00:00,"[arxiv.Result.Author('Louis-Henri Merino'), arxiv.Result.Author('Simone Colombo'), arxiv.Result.Author('Jeff Allen'), arxiv.Result.Author('Vero Estrada-Galiñanes'), arxiv.Result.Author('Bryan Ford')]",
13,Combinatorial Voter Control in Elections,"Voter control problems model situations such as an external agent trying to
affect the result of an election by adding voters, for example by convincing
some voters to vote who would otherwise not attend the election. Traditionally,
voters are added one at a time, with the goal of making a distinguished
alternative win by adding a minimum number of voters. In this paper, we
initiate the study of combinatorial variants of control by adding voters: In
our setting, when we choose to add a voter~$v$, we also have to add a whole
bundle $\kappa(v)$ of voters associated with $v$. We study the computational
complexity of this problem for two of the most basic voting rules, namely the
Plurality rule and the Condorcet rule.",1406.6859v1,cs.MA,2014-06-26 11:55:44+00:00,"[arxiv.Result.Author('Laurent Bulteau'), arxiv.Result.Author('Jiehua Chen'), arxiv.Result.Author('Piotr Faliszewski'), arxiv.Result.Author('Rolf Niedermeier'), arxiv.Result.Author('Nimrod Talmon')]",
14,A Parameterized Perspective on Protecting Elections,"We study the parameterized complexity of the optimal defense and optimal
attack problems in voting. In both the problems, the input is a set of voter
groups (every voter group is a set of votes) and two integers $k_a$ and $k_d$
corresponding to respectively the number of voter groups the attacker can
attack and the number of voter groups the defender can defend. A voter group
gets removed from the election if it is attacked but not defended. In the
optimal defense problem, we want to know if it is possible for the defender to
commit to a strategy of defending at most $k_d$ voter groups such that, no
matter which $k_a$ voter groups the attacker attacks, the outcome of the
election does not change. In the optimal attack problem, we want to know if it
is possible for the attacker to commit to a strategy of attacking $k_a$ voter
groups such that, no matter which $k_d$ voter groups the defender defends, the
outcome of the election is always different from the original (without any
attack) one.",1905.11838v1,cs.MA,2019-05-28 14:20:33+00:00,"[arxiv.Result.Author('Palash Dey'), arxiv.Result.Author('Neeldhara Misra'), arxiv.Result.Author('Swaprava Nath'), arxiv.Result.Author('Garima Shakya')]",
15,Wisdom of the Crowd Voting: Truthful Aggregation of Voter Information and Preferences,"We consider two-alternative elections where voters' preferences depend on a
state variable that is not directly observable. Each voter receives a private
signal that is correlated to the state variable. Voters may be ""contingent""
with different preferences in different states; or predetermined with the same
preference in every state. In this setting, even if every voter is a contingent
voter, agents voting according to their private information need not result in
the adoption of the universally preferred alternative, because the signals can
be systematically biased.
  We present an easy-to-deploy mechanism that elicits and aggregates the
private signals from the voters, and outputs the alternative that is favored by
the majority. In particular, voters truthfully reporting their signals forms a
strong Bayes Nash equilibrium (where no coalition of voters can deviate and
receive a better outcome).",2108.03749v1,cs.GT,2021-08-08 22:20:15+00:00,"[arxiv.Result.Author('Grant Schoenebeck'), arxiv.Result.Author('Biaoshuai Tao')]","Advances in Neural Information Processing Systems 2021, Vol. 34,
  Page 1872--1883"
16,k-Majority Digraphs and the Hardness of Voting with a Constant Number of Voters,"Many hardness results in computational social choice make use of the fact
that every directed graph may be induced as the pairwise majority relation of
some preference profile. However, this fact requires a number of voters that is
almost linear in the number of alternatives. It is therefore unclear whether
these results remain intact when the number of voters is bounded, as is, for
example, typically the case in search engine aggregation settings. In this
paper, we provide a systematic study of majority digraphs for a constant number
of voters resulting in analytical, experimental, and complexity-theoretic
insights. First, we characterize the set of digraphs that can be induced by two
and three voters, respectively, and give sufficient conditions for larger
numbers of voters. Second, we present a surprisingly efficient implementation
via SAT solving for computing the minimal number of voters that is required to
induce a given digraph and experimentally evaluate how many voters are required
to induce the majority digraphs of real-world and generated preference
profiles. Finally, we leverage our sufficient conditions to show that the
winner determination problem of various well-known voting rules remains hard
even when there is only a small constant number of voters. In particular, we
show that Kemeny's rule is hard to evaluate for 7 voters, while previous
methods could only establish such a result for constant even numbers of voters.",1704.06304v1,cs.GT,2017-04-20 19:04:28+00:00,"[arxiv.Result.Author('Georg Bachmeier'), arxiv.Result.Author('Felix Brandt'), arxiv.Result.Author('Christian Geist'), arxiv.Result.Author('Paul Harrenstein'), arxiv.Result.Author('Keyvan Kardel'), arxiv.Result.Author('Dominik Peters'), arxiv.Result.Author('Hans Georg Seedig')]",
17,Reputation-Driven Voting Dynamics,"We introduce the reputational voter model (RVM) to account for the
time-varying abilities of individuals to influence their neighbors. To
understand of the RVM, we first discuss the fitness voter model (FVM), in which
each voter has a fixed and distinct fitness. In a voting event where voter $i$
is fitter than voter $j$, only $j$ changes opinion. We show that the dynamics
of the FVM and the voter model are identical. We next discuss the adaptive
voter model (AVM), in which the influencing voter in a voting event increases
its fitness by a fixed amount. The dynamics of the AVM is non-stationary and
slowly crosses over to that of FVM because of the gradual broadening of the
fitness distribution of the population. Finally, we treat the RVM, in which the
voter $i$ is endowed with a reputational rank $r_i$ that ranges from 1 (highest
rank) to $N$ (lowest), where $N$ is the population size. In a voting event in
which voter $i$ outranks $j$, only the opinion of $j$ changes. Concomitantly,
the rank of $i$ increases, while that of $j$ does not change. The rank
distribution remains uniform on the integers $1,2,3,\ldots,N$, leading to
stationary dynamics. For equal number of voters in the two voting states with
these two subpopulations having the same average rand, the time to reach
consensus in the mean-field limit scales as $\exp(\sqrt{N})$. This long
consensus time arises because the average rank of the minority population is
typically higher than that of the majority. Thus whenever consensus is
approached, this highly ranked minority tends to drive the population away from
consensus.",1902.09371v2,physics.soc-ph,2019-02-22 18:19:16+00:00,"[arxiv.Result.Author('D. Bhat'), arxiv.Result.Author('S. Redner')]",J. Stat. Mech. (2019) 063208
18,Slower is faster: Fostering consensus formation by heterogeneous intertia,"We investigate an extension of the voter model in which voters are equipped
with an individual inertia to change their opinion. This inertia depends on the
persistence time of a voter's current opinion (ageing). We focus on the case of
only two different inertia values: zero if a voter just changed towards a new
opinion and $\nu$ otherwise. We are interested in the average time to reach
consensus, i.e. the state in which all voters have adopted the same opinion.
Adding inertia to the system means to slow down the dynamics at the voter's
level, which should presumably lead to a slower consensus formation. As an
unexpected outcome of our inertial voter dynamics, there is a parameter region
of $\nu$ where an increasing inertia leads to a faster consensus formation.
These results rest on the heterogeneity of voters which evolves through the
described ageing. In a control setting of homogeneous inertia values, we only
find monotonously increasing consensus times. In the paper, we present
dynamical equations for the mean-field case which allow for analytical insight
into the observed slower-is-faster effect.",0904.0765v1,physics.soc-ph,2009-04-05 12:22:31+00:00,"[arxiv.Result.Author('Hans-Ulrich Stark'), arxiv.Result.Author('Claudio J. Tessone'), arxiv.Result.Author('Frank Schweitzer')]","ACS - Advances in Complex Systems, vol 11, no 4 (2008) pp. 87-116"
19,On the Number of Single-Peaked Narcissistic or Single-Crossing Narcissistic Preference Profiles,"We investigate preference profiles for a set $\mathcal{V}$ of voters, where
each voter $i$ has a preference order $\succ_i$ on a finite set $A$ of
alternatives (that is, a linear order on $A$) such that for each two
alternatives $a,b\in A$, voter $i$ prefers $a$ to $b$ if $a\succ_i b$. Such a
profile is narcissistic if each alternative $a$ is preferred the most by at
least one voter. It is single-peaked if there is a linear order
$\triangleright^{\text{sp}}$ on the alternatives such that each voter's
preferences on the alternatives along the order $\triangleright^{\text{sp}}$
are either strictly increasing, or strictly decreasing, or first strictly
increasing and then strictly decreasing. It is single-crossing if there is a
linear order $\triangleright^{\text{sc}}$ on the voters such that each pair of
alternatives divides the order $\triangleright^{\text{sc}}$ into at most two
suborders, where in each suborder, all voters have the same linear order on
this pair.
  We show that for $n$ voters and $n$ alternatives,the number of single-peaked
narcissistic profiles is $\prod_{i=2}^{n-1} \binom{n-1}{i-1}$ while the number
of single-crossing narcissistic profiles is $2^{\binom{n-1}{2}}$.",1701.08652v2,math.CO,2017-01-25 16:45:43+00:00,"[arxiv.Result.Author('Jiehua Chen'), arxiv.Result.Author('Ugo P. Finnendahl')]",
20,Physical Cryptographic Signatures for Absentee Ballots,"Physical signature verification on absentee ballots became a major flashpoint
in the 2018 midterm elections in the United States, especially in states like
Georgia, Florida, and Arizona, where close election margins resulted in
heightened attention to the counting of absentee ballots. As vote-by-mail
solutions are becoming more prevalent across the U.S., these issues are sure to
continue affecting elections in the United States. Signature verification is an
inexact science; often times guidelines can vary widely from jurisdiction to
jurisdiction. In this paper we provide a cryptographic remedy to this solution
that is usable, secure, and easily integrated into existing election
infrastructure.",1812.09423v1,cs.CR,2018-12-22 00:43:31+00:00,[arxiv.Result.Author('Matthew Bernhard')],
21,Identifying Possible Winners in Ranked Choice Voting Elections with Outstanding Ballots,"Several election districts in the US have recently moved to ranked-choice
voting (RCV) to decide the results of local elections. RCV allows voters to
rank their choices, and the results are computed in rounds, eliminating one
candidate at a time. RCV ensures fairer elections and has been shown to
increase elected representation of women and people of color. A main drawback
of RCV is that the round-by-round process requires all the ballots to be
tallied before the results of an election can be calculated. With increasingly
large portions of ballots coming from absentee voters, RCV election outcomes
are not always apparent on election night, and can take several weeks to be
published, leading to a loss of trust in the electoral process from the public.
In this paper, we present an algorithm for efficiently computing possible
winners of RCV elections from partially known ballots and evaluate it on data
from the recent New York City Primary elections. We show that our techniques
allow to significantly narrow down the field of possible election winners, and
in some case identify the winner as soon as election night despite a number of
yet-unaccounted absentee ballots, providing more transparency in the electoral
process.",2206.12741v1,cs.CY,2022-06-25 22:08:15+00:00,"[arxiv.Result.Author('Alborz Jelvani'), arxiv.Result.Author('Amélie Marian')]",
22,Distributed Learning over a Wireless Network with Non-coherent Majority Vote Computation,"In this study, we propose an over-the-air computation (OAC) scheme to
calculate the majority vote (MV) for federated edge learning (FEEL). With the
proposed approach, edge devices (EDs) transmit the signs of local stochastic
gradients, i.e., votes, by activating one of two orthogonal resources. The MVs
at the edge server (ES) are obtained with non-coherent detectors by exploiting
the accumulations on the resources. Hence, the proposed scheme eliminates the
need for channel state information (CSI) at the EDs and ES. In this study, we
analyze various gradient-encoding strategies through the weight functions and
waveform configurations over orthogonal frequency division multiplexing (OFDM).
We show that specific weight functions that enable absentee EDs (i.e.,
hard-coded participation with absentees (HPA)) or weighted votes (i.e.,
soft-coded participation (SP)) can substantially reduce the probability of
detecting the incorrect MV. By taking path loss, power control, cell size, and
fading channel into account, we prove the convergence of the distributed
learning for a non-convex function for HPA. Through simulations, we show that
the proposed scheme with HPA and SP can provide high test accuracy even when
the time-synchronization and the power control are not ideal under
heterogeneous data distribution scenarios.",2209.04692v2,cs.IT,2022-09-10 15:25:45+00:00,[arxiv.Result.Author('Alphan Sahin')],
23,The New South Wales iVote System: Security Failures and Verification Flaws in a Live Online Election,"In the world's largest-ever deployment of online voting, the iVote Internet
voting system was trusted for the return of 280,000 ballots in the 2015 state
election in New South Wales, Australia. During the election, we performed an
independent security analysis of parts of the live iVote system and uncovered
severe vulnerabilities that could be leveraged to manipulate votes, violate
ballot privacy, and subvert the verification mechanism. These vulnerabilities
do not seem to have been detected by the election authorities before we
disclosed them, despite a pre-election security review and despite the system
having run in a live state election for five days. One vulnerability, the
result of including analytics software from an insecure external server,
exposed some votes to complete compromise of privacy and integrity. At least
one parliamentary seat was decided by a margin much smaller than the number of
votes taken while the system was vulnerable. We also found protocol flaws,
including vote verification that was itself susceptible to manipulation. This
incident underscores the difficulty of conducting secure elections online and
carries lessons for voters, election officials, and the e-voting research
community.",1504.05646v2,cs.CR,2015-04-22 03:42:36+00:00,"[arxiv.Result.Author('J. Alex Halderman'), arxiv.Result.Author('Vanessa Teague')]",
24,The 2004 Venezuelan Presidential Recall Referendum: Discrepancies Between Two Exit Polls and Official Results,"We present a simulation-based study in which the results of two major exit
polls conducted during the recall referendum that took place in Venezuela on
August 15, 2004, are compared to the official results of the Venezuelan
National Electoral Council ""Consejo Nacional Electoral"" (CNE). The two exit
polls considered here were conducted independently by S\'{u}mate, a
nongovernmental organization, and Primero Justicia, a political party. We find
significant discrepancies between the exit poll data and the official CNE
results in about 60% of the voting centers that were sampled in these polls. We
show that discrepancies between exit polls and official results are not due to
a biased selection of the voting centers or to problems related to the size of
the samples taken at each center. We found discrepancies in all the states
where the polls were conducted. We do not have enough information on the exit
poll data to determine whether the observed discrepancies are the consequence
of systematic biases in the selection of the people interviewed by the
pollsters around the country. Neither do we have information to study the
possibility of a high number of false or nonrespondents. We have limited data
suggesting that the discrepancies are not due to a drastic change in the voting
patterns that occurred after the exit polls were conducted. We notice that the
two exit polls were done independently and had few centers in common, yet their
overall results were very similar.",1205.3320v1,stat.ME,2012-05-15 10:56:59+00:00,"[arxiv.Result.Author('Raquel Prado'), arxiv.Result.Author('Bruno Sansó')]","Statistical Science 2011, Vol. 26, No. 4, 517-527"
25,2004 Venezuelan Presidential Recall Referendum (2004 PRR): A Statistical Analysis from the Point of View of Electronic Voting Data Transmissions,"Statistical comparisons of electoral variables are made between groups of
electronic voting machines and voting centers classified by types of
transmissions according to the volume of traffic in incoming and outgoing data
of machines from and toward the National Electoral Council (CNE) totalizing
servers. One unexpectedly finds two types of behavior in wire telephony data
transmissions and only one type where cellular telephony is employed,
contravening any reasonable electoral normative. Differentiation in data
transmissions arise when comparing number of incoming and outgoing data bytes
per machine against total number of votes per machine reported officially by
the CNE. The respective distributions of electoral variables for each type of
transmission show that the groups classified by it do not correspond to random
sets of the electoral universe. In particular, the distributions for the NO
percentage of votes per machine differ statistically across groups. The
presidential elections of 1998, 2000 and the 2004 Presidential Recall
Referendum (2004 PRR) are compared according to the type of transmissions in
2004 PRR. Statistically, the difference between the empirical distributions of
the 2004 PRR NO results and the 2000 Chavez votes results by voting centers is
not significant.",1205.3564v1,stat.ME,2012-05-16 06:34:41+00:00,[arxiv.Result.Author('Isbelia Martín')],"Statistical Science 2011, Vol. 26, No. 4, 528-542"
26,End-to-end verifiability,"This pamphlet describes end-to-end election verifiability (E2E-V) for a
nontechnical audience: election officials, public policymakers, and anyone else
interested in secure, transparent, evidence-based electronic elections.
  This work is part of the Overseas Vote Foundation's End-to-End Verifiable
Internet Voting: Specification and Feasibility Assessment Study (E2E VIV
Project), funded by the Democracy Fund.",1504.03778v1,cs.CR,2015-04-15 03:52:45+00:00,"[arxiv.Result.Author('Josh Benaloh'), arxiv.Result.Author('Ronald Rivest'), arxiv.Result.Author('Peter Y. A. Ryan'), arxiv.Result.Author('Philip Stark'), arxiv.Result.Author('Vanessa Teague'), arxiv.Result.Author('Poorvi Vora')]",
