,Title,Summary,DOI,Categories,Publish Time,Authors,Journal
10,Bernoulli Ballot Polling: A Manifest Improvement for Risk-Limiting Audits,"We present a method and software for ballot-polling risk-limiting audits
(RLAs) based on Bernoulli sampling: ballots are included in the sample with
probability $p$, independently. Bernoulli sampling has several advantages: (1)
it does not require a ballot manifest; (2) it can be conducted independently at
different locations, rather than requiring a central authority to select the
sample from the whole population of cast ballots or requiring stratified
sampling; (3) it can start in polling places on election night, before margins
are known. If the reported margins for the 2016 U.S. Presidential election are
correct, a Bernoulli ballot-polling audit with a risk limit of 5% and a
sampling rate of $p_0 = 1\%$ would have had at least a 99% probability of
confirming the outcome in 42 states. (The other states were more likely to have
needed to examine additional ballots.) Logistical and security advantages that
auditing in the polling place affords may outweigh the cost of examining more
ballots than some other methods might require.",1812.06361v1,stat.AP,2018-12-15 21:57:23+00:00,"[arxiv.Result.Author('Kellie Ottoboni'), arxiv.Result.Author('Matthew Bernhard'), arxiv.Result.Author('J. Alex Halderman'), arxiv.Result.Author('Ronald L. Rivest'), arxiv.Result.Author('Philip B. Stark')]",
11,"Symmetric Dyck tilings, ballot tableaux and tree-like tableaux of shifted shapes","Symmetric Dyck tilings and ballot tilings are certain tilings in the region
surrounded by two ballot paths. We study the relations of combinatorial objects
which are bijective to symmetric Dyck tilings such as labeled trees, Hermite
histories, and perfect matchings. We also introduce two operations on labeled
trees for symmetric Dyck tilings: symmetric Dyck tiling strip (symDTS) and
symmetric Dyck tiling ribbon (symDTR). We give two definitions of Hermite
histories for symmetric Dyck tilings, and show that they are equivalent by use
of the correspondence between symDTS operation and an Hermite history. Since
ballot tilings form a subset in the set of symmetric Dyck tilings, we construct
an inclusive map from labeled trees for ballot tilings to labeled trees for
symmetric Dyck tilings. By this inclusive map, the results for symmetric Dyck
tilings can be applied to those of ballot tilings. We introduce and study the
notions of ballot tableaux and tree-like tableaux of shifted shapes, which are
generalizations of Dyck tableaux and tree-like tableaux, respectively. The
correspondence between ballot tableaux and tree-like tableaux of shifted shapes
is given by using the symDTR operation and the structure of labeled trees for
symmetric Dyck tilings.",2011.07296v1,math.CO,2020-11-14 13:15:14+00:00,[arxiv.Result.Author('Keiichi Shigechi')],
12,SOBA: Secrecy-preserving Observable Ballot-level Audit,"SOBA is an approach to election verification that provides observers with
justifiably high confidence that the reported results of an election are
consistent with an audit trail (""ballots""), which can be paper or electronic.
SOBA combines three ideas: (1) publishing cast vote records (CVRs) separately
for each contest, so that anyone can verify that each reported contest outcome
is correct, if the CVRs reflect voters' intentions with sufficient accuracy;
(2) shrouding a mapping between ballots and the CVRs for those ballots to
prevent the loss of privacy that could occur otherwise; (3) assessing the
accuracy with which the CVRs reflect voters' intentions for a collection of
contests while simultaneously assessing the integrity of the shrouded mapping
between ballots and CVRs by comparing randomly selected ballots to the CVRs
that purport to represent them. Step (1) is related to work by the Humboldt
County Election Transparency Project, but publishing CVRs separately for
individual contests rather than images of entire ballots preserves privacy.
Step (2) requires a cryptographic commitment from elections officials.
Observers participate in step (3), which relies on the ""super-simple
simultaneous single-ballot risk-limiting audit."" Step (3) is designed to reveal
relatively few ballots if the shrouded mapping is proper and the CVRs
accurately reflect voter intent. But if the reported outcomes of the contests
differ from the outcomes that a full hand count would show, step (3) is
guaranteed to have a large chance of requiring all the ballots to be counted by
hand, thereby limiting the risk that an incorrect outcome will become official
and final.",1105.5803v2,stat.AP,2011-05-29 17:00:20+00:00,"[arxiv.Result.Author('Josh Benaloh'), arxiv.Result.Author('Douglas Jones'), arxiv.Result.Author('Eric Lazarus'), arxiv.Result.Author('Mark Lindeman'), arxiv.Result.Author('Philip B. Stark')]",
13,"Voter Verification of BMD Ballots Is a Two-Part Question: Can They? Mostly, They Can. Do They? Mostly, They Don't","The question of whether or not voters actually verify ballots produced by
ballot marking devices (BMDs) is presently the subject of some controversy.
Recent studies (e.g., Bernhard, et al. 2020) suggest the verification rate is
low. What is not clear from previous research is whether this is more a result
of voters being unable to do so accurately or whether this is because voters
simply choose not to attempt verification in the first place. In order to
understand this problem, we conducted an experiment in which 108 participants
participated in a mock election where the BMD displayed the voters' true
choices, but then changed a subset of those choices on the printed ballot. The
design of the printed ballot, the length of the ballot, the number of changes
that were made to the ballot, the location of those changes, and the
instructions provided to the voters were manipulated as part of the experiment.
Results indicated that of those voters who chose to examine the printed ballot,
76% detected anomalies, indicating that voters can reliably detect errors on
their ballot if they will simply review it. This suggests that administrative
remedies, rather than attempts to alter fundamental human perceptual
capabilities, could be employed to encourage voters to check their ballots,
which could prove as an effective countermeasure.",2003.04997v1,cs.HC,2020-03-10 21:06:42+00:00,"[arxiv.Result.Author('Philip Kortum'), arxiv.Result.Author('Michael D. Byrne'), arxiv.Result.Author('Julie Whitmore')]",
14,Next Steps for the Colorado Risk-Limiting Audit (CORLA) Program,"Colorado conducted risk-limiting tabulation audits (RLAs) across the state in
2017, including both ballot-level comparison audits and ballot-polling audits.
Those audits only covered contests restricted to a single county; methods to
efficiently audit contests that cross county boundaries and combine ballot
polling and ballot-level comparisons have not been available.
  Colorado's current audit software (RLATool) needs to be improved to audit
these contests that cross county lines and to audit small contests efficiently.
  This paper addresses these needs. It presents extremely simple but
inefficient methods, more efficient methods that combine ballot polling and
ballot-level comparisons using stratified samples, and methods that combine
ballot-level comparison and variable-size batch comparison audits in a way that
does not require stratified sampling.
  We conclude with some recommendations, and illustrate our recommended method
using examples that compare them to existing approaches. Exemplar open-source
code and interactive Jupyter notebooks are provided that implement the methods
and allow further exploration.",1803.00698v1,stat.AP,2018-03-02 03:46:37+00:00,"[arxiv.Result.Author('Mark Lindeman'), arxiv.Result.Author('Neal McBurnett'), arxiv.Result.Author('Kellie Ottoboni'), arxiv.Result.Author('Philip B. Stark')]",
15,RAIRE: Risk-Limiting Audits for IRV Elections,"Risk-limiting post election audits guarantee a high probability of correcting
incorrect election results, independent of why the result was incorrect.
Ballot-polling audits select ballots at random and interpret those ballots as
evidence for and against the reported result, continuing this process until
either they support the recorded result, or they fall back to a full manual
recount. For elections with digitised scanning and counting of ballots, a
comparison audit compares randomly selected digital ballots with their paper
versions. Discrepancies are referred to as errors, and are used to build
evidence against or in support of the recorded result. Risk-limiting audits for
first-past-the-post elections are well understood, and used in some US
elections. We define a number of approaches to ballot-polling and comparison
risk-limiting audits for Instant Runoff Voting (IRV) elections. We show that
for almost all real elections we found, we can perform a risk-limiting audit by
looking at only a small fraction of the total ballots (assuming no errors were
made in the tallying and distribution of votes).",1903.08804v2,cs.DS,2019-03-20 06:19:10+00:00,"[arxiv.Result.Author('Michelle Blom'), arxiv.Result.Author('Peter J. Stuckey'), arxiv.Result.Author('Vanessa Teague')]",
16,"A decomposition of ballot permutations, pattern avoidance and Gessel walks","A permutation whose any prefix has no more descents than ascents is called a
ballot permutation. In this paper, we present a decomposition of ballot
permutations that enables us to construct a bijection between ballot
permutations and odd order permutations, which proves a set-valued extension of
a conjecture due to Spiro using the statistic of peak values. This bijection
also preserves the neighbors of the largest letter in permutations and thus
resolves a refinement of Spiro' s conjecture proposed by Wang and Zhang. Our
decomposition can be extended to well-labelled positive paths, a class of
generalized ballot permutations arising from polytope theory, that were
enumerated by Bernardi, Duplantier and Nadeau. We will also investigate the
enumerative aspect of ballot permutations avoiding a single pattern of length 3
and establish a connection between 213-avoiding ballot permutations and Gessel
walks.",2103.04599v1,math.CO,2021-03-08 08:37:08+00:00,"[arxiv.Result.Author('Zhicong Lin'), arxiv.Result.Author('David G. L. Wang'), arxiv.Result.Author('Tongyuan Zhao')]",
17,Ballot Length in Instant Runoff Voting,"Instant runoff voting (IRV) is an increasingly-popular alternative to
traditional plurality voting in which voters submit rankings over the
candidates rather than single votes. In practice, elections using IRV often
restrict the ballot length, the number of candidates a voter is allowed to rank
on their ballot. We theoretically and empirically analyze how ballot length can
influence the outcome of an election, given fixed voter preferences. We show
that there exist preference profiles over $k$ candidates such that up to $k-1$
different candidates win at different ballot lengths. We derive exact lower
bounds on the number of voters required for such profiles and provide a
construction matching the lower bound for unrestricted voter preferences.
Additionally, we characterize which sequences of winners are possible over
ballot lengths and provide explicit profile constructions achieving any
feasible winner sequence. We also examine how classic preference restrictions
influence our results--for instance, single-peakedness makes $k-1$ different
winners impossible but still allows at least $\Omega(\sqrt k)$. Finally, we
analyze a collection of 168 real-world elections, where we truncate rankings to
simulate shorter ballots. We find that shorter ballots could have changed the
outcome in one quarter of these elections. Our results highlight ballot length
as a consequential degree of freedom in the design of IRV elections.",2207.08958v3,cs.MA,2022-07-18 22:01:13+00:00,"[arxiv.Result.Author('Kiran Tomlinson'), arxiv.Result.Author('Johan Ugander'), arxiv.Result.Author('Jon Kleinberg')]",
18,A modular eballot system - V0.6,"We consider a reasonably simple voting system which can be implemented for
web-based ballots. Simplicity, modularity and the requirement of compatibility
with current web browsers leads to a system which satisfies a set of security
requirements for a ballot system which is not complete but sufficient in many
cases. Due to weak-eligibility and vote-selling, this system cannot be used for
political or similar ballots.",cs/0611066v2,cs.CR,2006-11-15 09:33:58+00:00,[arxiv.Result.Author('Andrea Pasquinucci')],
19,A quantum secret ballot,"The paper concerns the protection of the secrecy of ballots, so that the
identity of the voters cannot be matched with their vote. To achieve this we
use an entangled quantum state to represent the ballots. Each ballot includes
the identity of the voter, explicitly marked on the ""envelope"" containing it.
Measuring the content of the envelope yields a random number which reveals no
information about the vote. However, the outcome of the elections can be
unambiguously decided after adding the random numbers from all envelopes. We
consider a few versions of the protocol and their complexity of implementation.",quant-ph/0602087v2,quant-ph,2006-02-09 21:03:35+00:00,"[arxiv.Result.Author('Shahar Dolev'), arxiv.Result.Author('Itamar Pitowsky'), arxiv.Result.Author('Boaz Tamir')]",
20,$k$-Cut: A Simple Approximately-Uniform Method for Sampling Ballots in Post-Election Audits,"We present an approximate sampling framework and discuss how risk-limiting
audits can compensate for these approximations, while maintaining their
""risk-limiting"" properties. Our framework is general and can compensate for
counting mistakes made during audits.
  Moreover, we present and analyze a simple approximate sampling
method,""$k$-cut"", for picking a ballot randomly from a stack, without counting.
Our method involves doing $k$ ""cuts"", each involving moving a random portion of
ballots from the top to the bottom of the stack, and then picking the ballot on
top. Unlike conventional methods of picking a ballot at random, $k$-cut does
not require identification numbers on the ballots or counting many ballots per
draw. We analyze how close the distribution of chosen ballots is to the uniform
distribution, and design different mitigation procedures. We show that $k=6$
cuts is enough for an risk-limiting election audit, based on empirical data,
which would provide a significant increase in efficiency.",1811.08811v3,cs.DS,2018-11-21 16:26:33+00:00,"[arxiv.Result.Author('Mayuri Sridhar'), arxiv.Result.Author('Ronald L. Rivest')]",
21,Sophisticated Attacks on Decoy Ballots: The Devil's Menu and the Market for Lemons,"Decoy ballots do not count in election outcomes, but otherwise they are
indistinguishable from real ballots. By means of a game-theoretical model, we
show that decoy ballots may not provide effective protection against a
malevolent adversary trying to buy real ballots. If the citizenry is divided
into subgroups (or districts), the adversary can construct a so-called ""Devil's
Menu"" consisting of several prices. In equilibrium, the adversary can buy the
real ballots of any strict subset of districts at a price corresponding to the
willingness to sell on the part of the citizens holding such ballots. By
contrast, decoy voters are trapped into selling their ballots at a low, or even
negligible, price. Blowing up the adversary's budget by introducing decoy
ballots may thus turn out to be futile. The Devil's Menu can also be applied to
the well-known ""Lemons Problem"".",1712.05477v1,cs.GT,2017-12-14 23:54:58+00:00,"[arxiv.Result.Author('Hans Gersbach'), arxiv.Result.Author('Akaki Mamageishvili'), arxiv.Result.Author('Oriol Tejada')]",
22,SOBA: Secrecy-preserving Observable Ballot-level Audit,"SOBA is an approach to election verification that provides observers with
justifiably high confidence that the reported results of an election are
consistent with an audit trail (""ballots""), which can be paper or electronic.
SOBA combines three ideas: (1) publishing cast vote records (CVRs) separately
for each contest, so that anyone can verify that each reported contest outcome
is correct, if the CVRs reflect voters' intentions with sufficient accuracy;
(2) shrouding a mapping between ballots and the CVRs for those ballots to
prevent the loss of privacy that could occur otherwise; (3) assessing the
accuracy with which the CVRs reflect voters' intentions for a collection of
contests while simultaneously assessing the integrity of the shrouded mapping
between ballots and CVRs by comparing randomly selected ballots to the CVRs
that purport to represent them. Step (1) is related to work by the Humboldt
County Election Transparency Project, but publishing CVRs separately for
individual contests rather than images of entire ballots preserves privacy.
Step (2) requires a cryptographic commitment from elections officials.
Observers participate in step (3), which relies on the ""super-simple
simultaneous single-ballot risk-limiting audit."" Step (3) is designed to reveal
relatively few ballots if the shrouded mapping is proper and the CVRs
accurately reflect voter intent. But if the reported outcomes of the contests
differ from the outcomes that a full hand count would show, step (3) is
guaranteed to have a large chance of requiring all the ballots to be counted by
hand, thereby limiting the risk that an incorrect outcome will become official
and final.",1105.5803v2,stat.AP,2011-05-29 17:00:20+00:00,"[arxiv.Result.Author('Josh Benaloh'), arxiv.Result.Author('Douglas Jones'), arxiv.Result.Author('Eric Lazarus'), arxiv.Result.Author('Mark Lindeman'), arxiv.Result.Author('Philip B. Stark')]",
23,Ballot Paths Avoiding Depth Zero Patterns,"In a paper by Sapounakis, Tasoulas, and Tsikouras \cite{stt}, the authors
count the number of occurrences of patterns of length four in Dyck paths. In
this paper we specify in one direction and generalize in another. We only count
ballot paths that avoid a given pattern, where a ballot path stays weakly above
the diagonal $y=x$, starts at the origin, and takes steps from the set
$\{\uparrow ,\to \}=\{u,r\}$. A pattern is a finite string made from the same
step set; it is also a path. Notice that a ballot path ending at a point along
the diagonal is a Dyck path.",1004.2710v1,math.CO,2010-04-15 20:23:45+00:00,"[arxiv.Result.Author('Heinrich Niederhausen'), arxiv.Result.Author('Shaun Sullivan')]","Journal OF Combinatorial Mathematics and Combinatorial Computing,
  August 2010"
24,RAIRE: Risk-Limiting Audits for IRV Elections,"Risk-limiting post election audits guarantee a high probability of correcting
incorrect election results, independent of why the result was incorrect.
Ballot-polling audits select ballots at random and interpret those ballots as
evidence for and against the reported result, continuing this process until
either they support the recorded result, or they fall back to a full manual
recount. For elections with digitised scanning and counting of ballots, a
comparison audit compares randomly selected digital ballots with their paper
versions. Discrepancies are referred to as errors, and are used to build
evidence against or in support of the recorded result. Risk-limiting audits for
first-past-the-post elections are well understood, and used in some US
elections. We define a number of approaches to ballot-polling and comparison
risk-limiting audits for Instant Runoff Voting (IRV) elections. We show that
for almost all real elections we found, we can perform a risk-limiting audit by
looking at only a small fraction of the total ballots (assuming no errors were
made in the tallying and distribution of votes).",1903.08804v2,cs.DS,2019-03-20 06:19:10+00:00,"[arxiv.Result.Author('Michelle Blom'), arxiv.Result.Author('Peter J. Stuckey'), arxiv.Result.Author('Vanessa Teague')]",
25,Non(c)esuch Ballot-Level Risk-Limiting Audits for Precinct-Count Voting Systems,"Risk-limiting audits (RLAs) guarantee a high probability of correcting
incorrect reported outcomes before the outcomes are certified. The most
efficient use ballot-level comparison, comparing the voting system's
interpretation of individual ballot cards sampled at random (cast-vote records,
CVRs) from a trustworthy paper trail to a human interpretation of the same
cards. Such comparisons require the voting system to create and export CVRs in
a way that can be linked to the individual ballots the CVRs purport to
represent. Such links can be created by keeping the ballots in the order in
which they are scanned or by printing a unique serial number on each ballot.
But for precinct-count systems (PCOS), these strategies may compromise vote
anonymity: the order in which ballots are cast may identify the voters who cast
them. Printing a unique pseudo-random number (""cryptographic nonce"") on each
ballot card after the voter last touches it could reduce such privacy risks.
But what if the system does not in fact print a unique number on each ballot or
does not accurately report the numbers it printed? This paper gives two ways to
conduct an RLA so that even if the system does not print a genuine nonce on
each ballot or misreports the nonces it used, the audit's risk limit is not
compromised (however, the anonymity of votes might be compromised). One method
allows untrusted technology to be used to imprint and to retrieve ballot cards.
The method is adaptive: if the technology behaves properly, this protection
does not increase the audit workload. But if the imprinting or retrieval system
misbehaves, the sample size the RLA requires to confirm the reported results
when the results are correct is generally larger than if the imprinting and
retrieval were accurate.",2207.01362v1,cs.CR,2022-07-04 12:35:42+00:00,[arxiv.Result.Author('Philip B. Stark')],
26,Sets of Half-Average Nulls Generate Risk-Limiting Audits: SHANGRLA,"Risk-limiting audits (RLAs) for many social choice functions can be reduced
to testing sets of null hypotheses of the form ""the average of this list is not
greater than 1/2"" for a collection of finite lists of nonnegative numbers. Such
social choice functions include majority, super-majority, plurality,
multi-winner plurality, Instant Runoff Voting (IRV), Borda count, approval
voting, and STAR-Voting, among others. The audit stops without a full hand
count iff all the null hypotheses are rejected. The nulls can be tested in many
ways. Ballot-polling is particularly simple; two new ballot-polling
risk-measuring functions for sampling without replacement are given.
Ballot-level comparison audits transform each null into an equivalent assertion
that the mean of re-scaled tabulation errors is not greater than 1/2. In turn,
that null can then be tested using the same statistical methods used for ballot
polling---but applied to different finite lists of nonnegative numbers.
SHANGRLA comparison audits are more efficient than previous comparison audits
for two reasons: (i) for most social choice functions, the conditions tested
are both necessary and sufficient for the reported outcome to be correct, while
previous methods tested conditions that were sufficient but not necessary, and
(ii) the tests avoid a conservative approximation. The SHANGRLA abstraction
simplifies stratified audits, including audits that combine ballot polling with
ballot-level comparisons, producing sharper audits than the ""SUITE"" approach.
SHANGRLA works with the ""phantoms to evil zombies"" strategy to treat missing
ballot cards and missing or redacted cast vote records. That also facilitates
sampling from ""ballot-style manifests,"" which can dramatically improve
efficiency when the audited contests do not appear on every ballot card.
Open-source software implementing SHANGRLA ballot-level comparison audits is
available.",1911.10035v4,stat.AP,2019-11-22 13:32:46+00:00,[arxiv.Result.Author('Philip B. Stark')],
