,Title,Summary,DOI,Categories,Publish Time,Authors,Journal
12,Excellent daytime seeing at Dome Fuji on the Antarctic plateau,"Context. Dome Fuji, the second highest region on the Antarctic plateau, is
expected to have some of the best astronomical seeing on Earth. However, site
testing at Dome Fuji is still in its very early stages.
  Aims. To investigate the astronomical seeing in the free atmosphere above
Dome Fuji, and to determine the height of the surface boundary layer.
  Methods. A Differential Image Motion Monitor was used to measure the seeing
in the visible (472 nm) at a height of 11 m above the snow surface at Dome Fuji
during the austral summer of 2012/2013.
  Results. Seeing below 0.2'' has been observed. The seeing often has a local
minimum of ~0.3'' near 18 h local time. Some periods of excellent seeing, 0.3''
or smaller, were also observed, sometimes extending for several hours at local
midnight. The median seeing is higher, at 0.52''---this large value is believed
to be caused by periods when the telescope was within the turbulent boundary
layer.
  Conclusions. The diurnal variation of the daytime seeing at Dome Fuji is
similar to that reported for Dome C, and the height of the surface boundary
layer is consistent with previous simulations for Dome Fuji. The free
atmosphere seeing is ~0.2'', and the height of the surface boundary layer can
be as low as ~11 m.",1305.5109v1,astro-ph.IM,2013-05-22 12:38:07+00:00,"[arxiv.Result.Author('H. Okita'), arxiv.Result.Author('T. Ichikawa'), arxiv.Result.Author('M. C. B. Ashley'), arxiv.Result.Author('N. Takato')]",
13,Night-time measurements of astronomical seeing at Dome A in Antarctica,"Seeing, the angular size of stellar images blurred by atmospheric turbulence,
is a critical parameter used to assess the quality of astronomical sites.
Median values at the best mid-latitude sites are generally in the range of
0.6--0.8\,arcsec. Sites on the Antarctic plateau are characterized by
comparatively-weak turbulence in the free-atmosphere above a strong but thin
boundary layer. The median seeing at Dome C is estimated to be 0.23--0.36
arcsec above a boundary layer that has a typical height of 30\,m. At Dome A and
F, the only previous seeing measurements were made during daytime. Here we
report the first direct measurements of night-time seeing at Dome A, using a
Differential Image Motion Monitor. Located at a height of just 8\,m, it
recorded seeing as low as 0.13\,arcsec, and provided seeing statistics that are
comparable to those for a 20\,m height at Dome C. It indicates that the
boundary layer was below 8\,m 31\% of the time. At such times the median seeing
was 0.31\,arcsec, consistent with free-atmosphere seeing. The seeing and
boundary layer thickness are found to be strongly correlated with the
near-surface temperature gradient. The correlation confirms a median thickness
of approximately 14\,m for the boundary layer at Dome A, as found from a sonic
radar. The thinner boundary layer makes it less challenging to locate a
telescope above it, thereby giving greater access to the free-atmosphere.",2007.15365v1,astro-ph.IM,2020-07-30 10:36:24+00:00,"[arxiv.Result.Author('Bin Ma'), arxiv.Result.Author('Zhaohui Shang'), arxiv.Result.Author('Yi Hu'), arxiv.Result.Author('Keliang Hu'), arxiv.Result.Author('Yongjiang Wang'), arxiv.Result.Author('Xu Yang'), arxiv.Result.Author('Michael C. B. Ashley'), arxiv.Result.Author('Paul Hickson'), arxiv.Result.Author('Peng Jiang')]","Nature 583, 771-774 (2020)"
14,Gaze-Vergence-Controlled See-Through Vision in Augmented Reality,"Augmented Reality (AR) see-through vision is an interesting research topic
since it enables users to see through a wall and see the occluded objects. Most
existing research focuses on the visual effects of see-through vision, while
the interaction method is less studied. However, we argue that using common
interaction modalities, e.g., midair click and speech, may not be the optimal
way to control see-through vision. This is because when we want to see through
something, it is physically related to our gaze depth/vergence and thus should
be naturally controlled by the eyes. Following this idea, this paper proposes a
novel gaze-vergence-controlled (GVC) see-through vision technique in AR. Since
gaze depth is needed, we build a gaze tracking module with two infrared cameras
and the corresponding algorithm and assemble it into the Microsoft HoloLens 2
to achieve gaze depth estimation. We then propose two different GVC modes for
see-through vision to fit different scenarios. Extensive experimental results
demonstrate that our gaze depth estimation is efficient and accurate. By
comparing with conventional interaction modalities, our GVC techniques are also
shown to be superior in terms of efficiency and more preferred by users.
Finally, we present four example applications of gaze-vergence-controlled
see-through vision.",2207.02645v1,cs.CV,2022-07-06 13:11:34+00:00,"[arxiv.Result.Author('Zhimin Wang'), arxiv.Result.Author('Yuxin Zhao'), arxiv.Result.Author('Feng Lu')]",
15,Vlasov Simulation of Emissive Plasma Sheath with Energy-Dependent Secondary Emission Coefficient and Improved Modeling for Dielectric Charging Effects,"A one dimensional Vlasov Poisson simulation code is employed to investigate
the plasma sheath considering electron induced secondary electron emission
(SEE) and backscattering. The SEE coefficient is commonly treated as constant
in a range of plasma simulations, here improved SEE model of a charged
dielectric wall is constructed which includes the wall charging effect on SEE
coefficient and the energy dependency of SEE coefficient. Pertinent algorithms
to implement above SEE model in plasma simulation are studied in detail. It is
found that the SEE coefficient increases with the amount of negative wall
charges, which in turn reduces the emissive sheath potential. With energy
dependent SEE coefficient, the sheath potential is a nonlinear function of the
plasma electron temperature, as opposed to the linear relation predicted by
classic emissive sheath theory. Simulation combining both wall charging effect
and SEE coefficient energy dependency suggests that the space charged limited
sheath is formed at high plasma electron temperature levels, where both sheath
potential and surface charging saturate. Additionally, different algorithms to
implement the backscattering in kinetic simulation are tested and compared.
Converting backscattered electron to secondary electron via an effective SEE
coefficient barely affects the sheath properties. The simulation results are
shown to be commensurate with the upgraded sheath theory predictions.",2209.09567v1,physics.plasm-ph,2022-09-20 09:13:56+00:00,"[arxiv.Result.Author('Guang-Yu Sun'), arxiv.Result.Author('Shu Zhang'), arxiv.Result.Author('Bao-Hong Guo'), arxiv.Result.Author('An-Bang Sun'), arxiv.Result.Author('Guan-Jun Zhang')]",
16,Leptogenesis and LHC Physics with Type III See-Saw,"The See-Saw mechanism provides a nice way to explain why neutrino masses are
so much lighter than their charged lepton partners. It also provides a nice way
to explain baryon asymmetry in our universe via the leptogenesis mechanism. In
this talk we review leptogenesis and LHC physics in a See-Saw model proposed in
1989, now termed the Type III See-Saw model. In this model, $SU(2)_L$ triplet
leptons are introduced with the neutral particles of the triplets playing the
role of See-Saw. The triplet leptons have charged partners with standard model
gauge interactions resulting in many new features. The gauge interactions of
these particles make it easier for leptognesis with low masses, as low as a TeV
is possible. The gauge interactions also make the production and detection of
triplet leptons at LHC possible. The See-Saw mechanism and leptogenesis due to
Type III See-Saw may be tested at LHC.",0901.1264v2,hep-ph,2009-01-09 16:14:07+00:00,"[arxiv.Result.Author('Shao-Long Chen'), arxiv.Result.Author('Xiao-Gang He')]",
17,Avoiding the gauge heirarchy problem with see-sawed neutrino masses,"We show that the see-saw neutrino mass mechanism can coexist naturally with
an extended gauge symmetry (i.e. without any gauge heirarchy problem) provided
that the gauge symmetry contains gauged lepton number differences. The simplest
such `natural' see-saw models are constructed and their implications for
neutrino anomalies discussed.",hep-ph/0505154v1,hep-ph,2005-05-18 00:16:53+00:00,[arxiv.Result.Author('R. Foot')],Mod.Phys.Lett. A20 (2005) 3035-3044
18,On the F-expanding of Homoclinic class,"We establish a closing property for thin trapped homoclinic classes. Taking
advantage of this property, we proved that if the homoclinic class $H(p)$
admits a dominated splitting $T_{H(p)}M=E\oplus_{<}F$, where $E$ is thin
trapped (see Definition \ref{Def:TP}) and all periodic points homoclinically
related to $p$ are uniformly $F$-expanding at the period (see Definition
\ref{Def:expanding}), then $F$ is expanded (see Definition \ref{Def:TP}).",1710.08487v1,math.DS,2017-10-23 20:06:47+00:00,"[arxiv.Result.Author('Wanlou Wu'), arxiv.Result.Author('Bo Li')]",
19,See-saw Enhancement of Neutrino Mixing due to the Right-handed Phases,"We study the see-saw enhancement mechanism in presence of the right-handed
phases of the Dirac neutrino mass matrix and the Majorana mass matrix. The
enhancement condition given by Smirnov is modified. We point out that the
see-saw enhancement could be obtained due to the right-handed phases even if
the Majorana matrix is proportional to the unit matrix. We show a realistic
Dirac mass matrix which causes the see-saw enhancement.",hep-ph/9503318v1,hep-ph,1995-03-14 01:47:22+00:00,[arxiv.Result.Author('Morimitsu Tanimoto')],Phys.Lett. B345 (1995) 477-482
20,Risk Automatic Prediction for Social Economy Companies using Camels,"Governments have to supervise and inspect social economy enterprises (SEEs).
However, inspecting all SEEs is not possible due to the large number of SEEs
and the low number of inspectors in general. We proposed a prediction model
based on a machine learning approach. The method was trained with the random
forest algorithm with historical data provided by each SEE. Three consecutive
periods of data were concatenated. The proposed method uses these periods as
input data and predicts the risk of each SEE in the fourth period. The model
achieved 76\% overall accuracy. In addition, it obtained good accuracy in
predicting the high risk of a SEE. We found that the legal nature and the
variation of the past-due portfolio are good predictors of the future risk of a
SEE. Thus, the risk of a SEE in a future period can be predicted by a
supervised machine learning method. Predicting the high risk of a SEE improves
the daily work of each inspector by focusing only on high-risk SEEs.",2210.05052v1,cs.LG,2022-10-10 23:50:02+00:00,"[arxiv.Result.Author('Joseph Gallego-Mejia'), arxiv.Result.Author('Daniela Martin-Vega'), arxiv.Result.Author('Fabio Gonzalez')]",
21,Triviality and the (Supersymmetric) See-Saw,"For the D=5 Majorana neutrino mass operator to have a see-saw ultraviolet
completion that is viable up to the Planck scale, the see-saw scale is bounded
above due to triviality limits on the see-saw couplings. For supersymmetric
see-saw models, with realistic neutrino mass textures, we compare constraints
on the see-saw scale from triviality bounds, with those arising from
experimental limits on induced charged-lepton flavour violation, for both the
CMSSM and for models with split supersymmetry.",hep-ph/0603053v2,hep-ph,2006-03-07 16:47:09+00:00,"[arxiv.Result.Author('Bruce A. Campbell'), arxiv.Result.Author('David W. Maybury')]","JHEP 0704:077,2007"
22,Astronomical Seeing at Maidanak Observatory during the year 2018,"Astronomical seeing measurements were carried out at Maidanak observatory
during the period from August to November 2018 using DIMM (Differential Image
Motion Monitor). The median value of seeing for the entire period was
determined as 0.54 arcseconds. This value was compared to the seeing data of
the period 1996-2002.",2012.08110v1,astro-ph.IM,2020-12-15 06:19:17+00:00,"[arxiv.Result.Author('Y. A. Tillayev'), arxiv.Result.Author('A. M. Azimov'), arxiv.Result.Author('A. R. Hafizov')]",
23,"The see-saw mechanism: neutrino mixing, leptogenesis and lepton flavor violation","The see-saw mechanism to generate small neutrino masses is reviewed. After
summarizing our current knowledge about the low energy neutrino mass matrix we
consider reconstructing the see-saw mechanism. Low energy neutrino physics is
not sufficient to reconstruct see-saw, a feature which we refer to as ``see-saw
degeneracy''. Indirect tests of see-saw are leptogenesis and lepton flavor
violation in supersymmetric scenarios, which together with neutrino mass and
mixing define the framework of see-saw phenomenology. Several examples are
given, both phenomenological and GUT-related. Variants of the see-saw mechanism
like the type II or triplet see-saw are also discussed. In particular, we
compare many general aspects regarding the dependence of LFV on low energy
neutrino parameters in the extreme cases of a dominating conventional see-saw
term or a dominating triplet term. For instance, the absence of mu -> e gamma
or tau -> e gamma in the pure triplet case means that CP is conserved in
neutrino oscillations. Scanning models, we also find that among the decays mu
-> e gamma, tau -> e gamma and tau -> mu gamma the latter one has the largest
branching ratio in (i) SO(10) type I see-saw models and in (ii) scenarios in
which the triplet term dominates in the neutrino mass matrix.",0804.3925v3,hep-ph,2008-04-24 13:44:29+00:00,[arxiv.Result.Author('Werner Rodejohann')],"Pramana 72:217-227,2009"
24,Statistics of turbulence profile at Cerro Tololo,"Results of 3-month continuous monitoring of turbulence profile and seeing at
Cerro Tololo (Chile) in May-July 2002 are presented. Some 28000 low-resolution
profiles were measured by a new MASS single-star turbulence monitor,
accompanied by seeing data from DIMM. The median seeing was 0.95 arcseconds.
The first 500 m contribute 60% to the total seeing, the free-atmosphere median
seeing was 0.55 arcseconds. Free-atmosphere seeing is almost never better than
0.15 arcseconds because there is always some turbulence above 12 km. A 4-day
period of calm upper atmosphere with a stable free-atmosphere seeing of 0.2-0.3
arcseconds was noted. A gain in resolution from adaptive compensation of ground
layer will be 1.7 times typically and 2-3 times during such calm periods.
Correlations of the free-atmosphere turbulence with the wind speed at
tropopause and of the ground-layer turbulence with ground wind are studied.
Temporal evolution of turbulence is characterized by recurrent bursts, their
typical duration increases from 15 minutes in low layers to 1-2 hours in high
layers. The large data base of turbulence profiles can be used to test
meso-scale modeling of astronomical seeing.",astro-ph/0209432v1,astro-ph,2002-09-20 16:32:20+00:00,"[arxiv.Result.Author('A. Tokovinin'), arxiv.Result.Author('S. Baumont'), arxiv.Result.Author('J. Vasquez')]",Mon.Not.Roy.Astron.Soc. 340 (2003) 52
25,The Spectrum of HD 3651B: An Extrasolar Nemesis?,This article has been withdrawn; see astro-ph/0611542,astro-ph/0609556v2,astro-ph,2006-09-20 00:36:50+00:00,[arxiv.Result.Author('Adam J. Burgasser')],
26,Criticality versus q in the 2+1-dimensional $Z_q$ clock model,"Paper has been withdrawn, see comment.",cond-mat/0212255v2,cond-mat.supr-con,2002-12-11 17:32:31+00:00,"[arxiv.Result.Author('J. Hove'), arxiv.Result.Author('A. Sudbo')]",
27,Closedness of the Space of AHE Metrics on 4-Manifolds,See comment above.,math/0012167v2,math.DG,2000-12-18 19:05:21+00:00,[arxiv.Result.Author('Michael T. Anderson')],
28,A Machine Learning Approach to Correcting Atmospheric Seeing in Solar Flare Observations,"Current post-processing techniques for the correction of atmospheric seeing
in solar observations -- such as Speckle interferometry and Phase Diversity
methods -- have limitations when it comes to their reconstructive capabilities
of solar flare observations. This, combined with the sporadic nature of flares
meaning observers cannot wait until seeing conditions are optimal before taking
measurements, means that many ground-based solar flare observations are marred
with bad seeing. To combat this, we propose a method for dedicated flare seeing
correction based on training a deep neural network to learn to correct
artificial seeing from flare observations taken during good seeing conditions.
This model uses transfer learning, a novel technique in solar physics, to help
learn these corrections. Transfer learning is when another network already
trained on similar data is used to influence the learning of the new network.
Once trained, the model has been applied to two flare datasets: one from
AR12157 on 2014/09/06 and one from AR12673 on 2017/09/06. The results show good
corrections to images with bad seeing with a relative error assigned to the
estimate based on the performance of the model. Further discussion takes place
of improvements to the robustness of the error on these estimates.",2011.12814v1,astro-ph.SR,2020-11-25 15:17:26+00:00,"[arxiv.Result.Author('John A. Armstrong'), arxiv.Result.Author('Lyndsay Fletcher')]",
29,Daytime Seeing and Solar Limb Positions,"A method to measure the seeing from video made during drift-scan solar
transits is proposed. The limb of the Sun is projected over a regular grid
evenly spaced. The temporal dispersion of the time intervals among the contacts
between solar limb and grid's rows is proportional to the atmospheric seeing.
Seeing effects on the position of the inflexion point of the limb's luminosity
profile are calculated numerically with Fast Fourier Transform. Observational
examples from Locarno and Paris Observatories are presented to show the
asymmetric contributions of the seeing at the beginning and the end of each
drift-scan transit.",1106.2539v1,astro-ph.IM,2011-06-13 19:58:47+00:00,[arxiv.Result.Author('Costantino Sigismondi')],
30,The effect of aperture and seeing on the visibility of sunspots when using early modern and modern telescopes of modest size,"Using the convolution of seeing and diffraction, the relation between seeing
and aperture in the visibility of sunspots is explored. It is shown that even
telescopes with apertures smaller than 5 centimetres are significantly affected
by seeing. Although larger aperture instruments suffer more from seeing than
smaller ones, their level of detail always remains better under the same
atmospheric conditions.",2208.07244v3,astro-ph.SR,2022-08-15 15:00:51+00:00,"[arxiv.Result.Author('Nicolàs de Hilster'), arxiv.Result.Author('Siebren van der Werf')]",
31,Typical duration of good seeing sequences at Concordia,"Context: The winter seeing at Concordia is essentially bimodal, excellent or
quite poor, with relative proportions that depend on altitude above the snow
surface. This paper studies the temporal behavior of the good seeing sequences.
Aims: An efficient exploitation of extremely good seeing with an adaptive
optics system needs long integrations. It is then important to explore the
temporal distribution of the fraction of time providing excellent seeing.
Methods: Temporal windows of good seeing are created by a simple binary
process. Good or bad. Their autocorrelations are corrected for those of the
existing data sets, since these are not continuous, being often interrupted by
technical problems in addition to the adverse weather gaps. At the end these
corrected autocorrelations provide the typical duration of good seeing
sequences. This study has to be a little detailed as its results depend on the
season, summer or winter. Results: Using a threshold of 0.5 arcsec to define
the ""good seeing"", three characteristic numbers are found to describe the
temporal evolution of the good seeing windows. The first number is the mean
duration of an uninterrupted good seeing sequence: it is $\tau_0=7.5$ hours at
8 m above the ground (15 hours at 20 m). These sequences are randomly
distributed in time, with a negative exponential law of damping time
$\tau_1=29$ hours (at elevation 8 m and 20 m). The third number is the mean
time between two 29 hours episodes. It is T=10 days at 8 m high (5 days at 20
m).",1003.3583v1,astro-ph.IM,2010-03-18 14:09:06+00:00,"[arxiv.Result.Author('Eric Fossat'), arxiv.Result.Author('Eric Aristidi'), arxiv.Result.Author('Karim Agabi'), arxiv.Result.Author('Erick Bondoux'), arxiv.Result.Author('Zalpha Challita'), arxiv.Result.Author('Francois Jeanneaux'), arxiv.Result.Author('Djamel Mekarnia')]",
32,Excellent daytime seeing at Dome Fuji on the Antarctic plateau,"Context. Dome Fuji, the second highest region on the Antarctic plateau, is
expected to have some of the best astronomical seeing on Earth. However, site
testing at Dome Fuji is still in its very early stages.
  Aims. To investigate the astronomical seeing in the free atmosphere above
Dome Fuji, and to determine the height of the surface boundary layer.
  Methods. A Differential Image Motion Monitor was used to measure the seeing
in the visible (472 nm) at a height of 11 m above the snow surface at Dome Fuji
during the austral summer of 2012/2013.
  Results. Seeing below 0.2'' has been observed. The seeing often has a local
minimum of ~0.3'' near 18 h local time. Some periods of excellent seeing, 0.3''
or smaller, were also observed, sometimes extending for several hours at local
midnight. The median seeing is higher, at 0.52''---this large value is believed
to be caused by periods when the telescope was within the turbulent boundary
layer.
  Conclusions. The diurnal variation of the daytime seeing at Dome Fuji is
similar to that reported for Dome C, and the height of the surface boundary
layer is consistent with previous simulations for Dome Fuji. The free
atmosphere seeing is ~0.2'', and the height of the surface boundary layer can
be as low as ~11 m.",1305.5109v1,astro-ph.IM,2013-05-22 12:38:07+00:00,"[arxiv.Result.Author('H. Okita'), arxiv.Result.Author('T. Ichikawa'), arxiv.Result.Author('M. C. B. Ashley'), arxiv.Result.Author('N. Takato')]",
33,Night-time measurements of astronomical seeing at Dome A in Antarctica,"Seeing, the angular size of stellar images blurred by atmospheric turbulence,
is a critical parameter used to assess the quality of astronomical sites.
Median values at the best mid-latitude sites are generally in the range of
0.6--0.8\,arcsec. Sites on the Antarctic plateau are characterized by
comparatively-weak turbulence in the free-atmosphere above a strong but thin
boundary layer. The median seeing at Dome C is estimated to be 0.23--0.36
arcsec above a boundary layer that has a typical height of 30\,m. At Dome A and
F, the only previous seeing measurements were made during daytime. Here we
report the first direct measurements of night-time seeing at Dome A, using a
Differential Image Motion Monitor. Located at a height of just 8\,m, it
recorded seeing as low as 0.13\,arcsec, and provided seeing statistics that are
comparable to those for a 20\,m height at Dome C. It indicates that the
boundary layer was below 8\,m 31\% of the time. At such times the median seeing
was 0.31\,arcsec, consistent with free-atmosphere seeing. The seeing and
boundary layer thickness are found to be strongly correlated with the
near-surface temperature gradient. The correlation confirms a median thickness
of approximately 14\,m for the boundary layer at Dome A, as found from a sonic
radar. The thinner boundary layer makes it less challenging to locate a
telescope above it, thereby giving greater access to the free-atmosphere.",2007.15365v1,astro-ph.IM,2020-07-30 10:36:24+00:00,"[arxiv.Result.Author('Bin Ma'), arxiv.Result.Author('Zhaohui Shang'), arxiv.Result.Author('Yi Hu'), arxiv.Result.Author('Keliang Hu'), arxiv.Result.Author('Yongjiang Wang'), arxiv.Result.Author('Xu Yang'), arxiv.Result.Author('Michael C. B. Ashley'), arxiv.Result.Author('Paul Hickson'), arxiv.Result.Author('Peng Jiang')]","Nature 583, 771-774 (2020)"
