,Title,Summary,DOI,Categories,Publish Time,Authors,Journal
10,Metal Pollution of Low-Mass Population III Stars through Accretion of Interstellar Objects like `Oumuamua,"We calculate accretion mass of interstellar objects (ISOs) like `Oumuamua
onto low-mass population III stars (Pop.~III survivors), and estimate surface
pollution of Pop.~III survivors. An ISO number density estimated from the
discovery of `Oumuamua is so high ($\sim 0.2$~au$^{-3}$) that Pop.~III
survivors have chances at colliding with ISOs $\gtrsim 10^5$ times per $1$~Gyr.
`Oumuamua itself would be sublimated near Pop.~III survivors, since it has
small size, $\sim 100$~m. However, ISOs with size $\gtrsim 3$~km would reach
the Pop.~III survivor surfaces. Supposing an ISO cumulative number density with
size larger than $D$ is $n \propto D^{-\alpha}$, Pop.~III survivors can accrete
ISO mass $\gtrsim 10^{-16}M_\odot$, or ISO iron mass $\gtrsim 10^{-17}M_\odot$,
if $\alpha < 4$. This iron mass is larger than the accretion mass of
interstellar medium (ISM) by several orders of magnitude. Taking into account
material mixing in a convection zone of Pop.~III survivors, we obtain their
surface pollution is typically [Fe/H] $\lesssim -8$ in most cases, however the
surface pollution of Pop.~III survivors with $0.8M_\odot$ can be [Fe/H]
$\gtrsim -6$ because of the very shallow convective layer. If we apply to
Pop.III survivors located at the Galactocentric distance of 8 kpc, the
dependence of the metal pollustion is as follows. If $\alpha > 4$, Pop.~III
survivors have no chance at colliding with ISOs with $D \gtrsim 3$~km, and keep
metal-free. If $3 < \alpha < 4$, Pop.~III survivors would be most polluted by
ISOs up to [Fe/H] $\sim -7$. If $\alpha < 3$ up to $D \sim 10$~km, Pop.~III
survivors could hide in metal-poor stars so far discovered. Pop.~III survivors
would be more polluted with decreasing the Galactocentric distance. Although
the metal pollution depends on $\alpha$ and the Galactocentric distance, we
first show the importance of ISOs for the metal pollution of Pop.~III
survivors.",1804.08200v2,astro-ph.SR,2018-04-23 00:26:47+00:00,"[arxiv.Result.Author('Ataru Tanikawa'), arxiv.Result.Author('Takeru K. Suzuki'), arxiv.Result.Author('Yasuo Doi')]",
11,Long Duration X-Ray Flash and X-Ray Rich Gamma Ray Burst from Low Mass Population III Star,"Recent numerical simulations suggest that Population III (Pop III) stars were
born with masses not larger than $\sim 100 M_{\odot}$ but typically $\sim
40M_{\odot}$. By self-consistently considering the jet generation and
propagation in the envelope of these low mass Pop III stars, we find that a Pop
III blue super giant star has the possibility to raise a gamma-ray burst (GRB)
even though it keeps a massive hydrogen envelope. We evaluate observational
characters of Pop III GRBs and predict that Pop III GRBs have the duration of
$\sim 10^5$ sec in the observer frame and the peak luminosity of $\sim 5 \times
10^{50} {\rm erg} {\rm sec}^{-1}$. Assuming that the $E_p-L_p$ (or
$E_p-E_{\gamma, \rm iso}$) correlation holds for Pop III GRBs, we find that the
spectrum peak energy falls $\sim$ a few keV (or $\sim 100$ keV) in the observer
frame. We discuss the detectability of Pop III GRBs by future satellite
missions such as EXIST and Lobster. If the $E_p-E_{\gamma, \rm iso}$
correlation holds, we have the possibility to detect Pop III GRBs at $z \sim 9$
as long duration X-ray rich GRBs by EXIST. On the other hand, if the $E_p-L_p$
correlation holds, we have the possibility to detect Pop III GRBs up to $z \sim
19$ as long duration X-ray flashes by Lobster.",1207.2835v2,astro-ph.HE,2012-07-12 03:27:33+00:00,"[arxiv.Result.Author('Daisuke Nakauchi'), arxiv.Result.Author('Yudai Suwa'), arxiv.Result.Author('Takanori Sakamoto'), arxiv.Result.Author('Kazumi Kashiyama'), arxiv.Result.Author('Takashi Nakamura')]",
12,"Cradles of the first stars: self-shielding, halo masses, and multiplicity","The formation of Population III (Pop III) stars is a critical step in the
evolution of the early universe. To understand how these stars affected their
metal-enriched descendants, the details of how, why and where Pop III formation
takes place needs to be determined. One of the processes that is assumed to
greatly affect the formation of Pop III stars is the presence of a Lyman-Werner
(LW) radiation background, that destroys H$_2$, a necessary coolant in the
creation of Pop III stars. Self-shielding can alleviate the effect the LW
background has on the H$_2$ within haloes. In this work, we perform a
cosmological simulation to study the birthplaces of Pop III stars, using the
adaptive mesh refinement code Enzo. We investigate the distribution of host
halo masses and its relationship to the LW background intensity. Compared to
previous work, haloes form Pop III stars at much lower masses, up to a factor
of a few, due to the inclusion of H$_2$ self-shielding. We see no relationship
between the LW intensity and host halo mass. Most haloes form multiple Pop III
stars, with a median number of four, up to a maximum of 16, at the instance of
Pop III formation. Our results suggest that Pop III star formation may be less
affected by LW radiation feedback than previously thought and that Pop III
multiple systems are common.",2001.04480v1,astro-ph.GA,2020-01-13 19:00:09+00:00,"[arxiv.Result.Author('Danielle Skinner'), arxiv.Result.Author('John H. Wise')]",
13,Dynamical evolution of Population III stellar systems and the resulting binary statistics,"We use N-body simulations to study the dynamical evolution of Population III
(Pop III) stellar systems and the resulting binary statistics. We design a
physically-motivated framework for the initial conditions of Pop III star
clusters, based on small-scale hydrodynamic simulations and the scale-free
nature of disk evolution during Pop III star formation. Our novel approach
enables us to explore the dependence of binary statistics on initial conditions
and arrive at more robust predictions for the signals of Pop III X-ray binaries
(XRBs) and binary black hole (BBH) mergers, compared to simple extrapolations
of Pop III protostar systems. We find that binary properties are highly
sensitive to the initial cluster size and distribution of binary separation,
while the effect of initial mass function is relatively minor. Our simulations
predict less close binaries, and thus, significantly lower efficiencies (by a
factor of $\sim 10-10^{4}$) for the formation and accretion of Pop III XRBs,
than found in previous studies, implying that the contribution of Pop III XRBs
to the cosmic X-ray background is negligible and their feedback effects are
unimportant. We estimate the efficiency of Pop III BBH mergers as $\sim
10^{-5}-10^{-4}\ \rm M_{\odot}^{-1}$, for which 3-body hardening by surrounding
stars in dense star clusters or close binary interactions is required to
facilitate in-spirals of BBHs. All simulation data, including catalogs of Pop
III binaries and multiple systems, are publicly available.",2010.05824v2,astro-ph.GA,2020-10-12 16:17:47+00:00,"[arxiv.Result.Author('Boyuan Liu'), arxiv.Result.Author('Georges Meynet'), arxiv.Result.Author('Volker Bromm')]",
14,C III] Emission in Star-Forming Galaxies Near and Far,"We measure C III] 1907,1909 A emission lines in eleven
gravitationally--lensed star-forming galaxies at z~1.6--3, finding much lower
equivalent widths than previously reported for fainter lensed galaxies (Stark
et al. 2014). While it is not yet clear what causes some galaxies to be strong
C III] emitters, CIII] emission is not a universal property of distant
star-forming galaxies. We also examine C III] emission in 46 star-forming
galaxies in the local universe, using archival spectra from GHRS, FOS, and STIS
on HST, and IUE. Twenty percent of these local galaxies show strong C III]
emission, with equivalent widths <-5 A. Three nearby galaxies show C III]
emission equivalent widths as large as the most extreme emitters yet observed
in the distant universe; all three are Wolf-Rayet galaxies. At all redshifts,
strong C III] emission may pick out low-metallicity galaxies experiencing
intense bursts of star formation. Such local C III] emitters may shed light on
the conditions of star formation in certain extreme high-redshift galaxies.",1510.02542v1,astro-ph.GA,2015-10-09 01:46:09+00:00,"[arxiv.Result.Author('Jane R. Rigby'), arxiv.Result.Author('Matthew B. Bayliss'), arxiv.Result.Author('Michael D. Gladders'), arxiv.Result.Author('Keren Sharon'), arxiv.Result.Author('Eva Wuyts'), arxiv.Result.Author('Hakon Dahle'), arxiv.Result.Author('Traci Johnson'), arxiv.Result.Author('Maria Pena-Guerrero')]",
15,Current signatures and search for Pop. III stars in the Local Universe,"Recent numerical studies argue that low-mass stars can be formed even at
zero-metallicity environment. These low-mass Population III(Pop.~III) stars are
thought to be still shining and able to be observed in the Local Universe. Most
low-mass Pop.~III stars are thought to be formed as secondary companions in
binary systems. They can be escaped from their host mini-halos when their
primary companions explode as supernovae. In this paper, we estimate the escape
probability of the low-mass Pop.~III stars from their host mini-halos. We find
that $\sim 100$ Pop.~III stars are expected. We also compute spatial
distribution of these escaped Pop.~III survivors by means of the semi-analytic
hierarchical chemical evolution model. Typically, they are distributed around
$\sim 2$Mpc away from the Milky Way but 5 -- $35\%$ of the escaped stars fall
into the Milky Way halo. These escaped Pop.~III stars are possibly detected by
very large scaled surveys being planned.",1312.5069v1,astro-ph.GA,2013-12-18 09:22:59+00:00,"[arxiv.Result.Author('Yutaka Komiya'), arxiv.Result.Author('Takuma Suda'), arxiv.Result.Author('Masayuki Fujimoto')]",
16,The type III stress-energy tensor: Ugly Duckling of the Hawking-Ellis classification,"We present some advances in the understanding of type III stress-energy
tensors as per the Hawking-Ellis classification. Type I and type II naturally
appear in classical situations, and can also describe semiclassical effects.
Type IV often shows up in semiclassical gravity. Type III is much more subtle.
We focus our attention on type III$_0$ stress-energy tensors, which capture the
essence (""essential core"") of type III. Reflecting on known purely
phenomenological examples, (""gyratons""), we are able to generalize the geometry
generated by those type III$_0$ stress-energy tensors. Moreover, we also
succeed in extending work by Griffiths based on massless Weyl spinors by
finding a fundamental classical bosonic Lagrangian description of these type
III$_0$ stress-energy tensors. To the best of our knowledge this is the first
time in the literature that a consistent classical bosonic Lagrangian
formulation for type III$_0$ stress-energy has been found.",1907.01269v3,gr-qc,2019-07-02 10:01:24+00:00,"[arxiv.Result.Author('Prado Martín-Moruno'), arxiv.Result.Author('Matt Visser')]",
17,How to confirm the existence of population III stars by observations of gravitational waves,"We propose a method for confirmation of the existence of Population III (Pop
III) stars with massive black hole binaries as GW150914 in gravitational wave
(GW) observation. When we get enough number of events, we want to determine
which model is closer to reality, with and without Pop III stars. We need to
prepare various ""Pop I/II models"" and various ""Pop I/II/III models"" and
investigate which model is consistent with the events. To demonstrate our
analysis, we simulate detections of GW events for some examples of population
synthesis models with and without Pop III stars. We calculate the likelihood
ratio with the realistic number of events and evaluate the probability of
identifying the existence of Pop III stars. In typical cases, our analysis can
distinguish between Pop I/II model and Pop I/II/III model with 90% probability
by 22 GW signals from black hole-black hole binary mergers.",1709.08437v1,astro-ph.HE,2017-09-25 11:54:05+00:00,"[arxiv.Result.Author('Akinobu Miyamoto'), arxiv.Result.Author('Tomoya Kinugawa'), arxiv.Result.Author('Takashi Nakamura'), arxiv.Result.Author('Nobuyuki Kanda')]","Phys. Rev. D 96, 064025 (2017)"
18,How the Population III Initial Mass Function Governs the Properties of the First Galaxies,"The properties of Population III (Pop III) stars impact many aspects of
primeval structure formation such as the onset of cosmological reionization and
early chemical enrichment. However, in spite of over twenty years of numerical
simulations and attempts to constrain the Pop III initial mass function (IMF)
by stellar archaelogy, little is known of the masses of the first stars for
certain. Here, we model the effect of Pop III IMF on the properties of primeval
galaxies with a suite of high-resolution radiation-hydrodynamical simulations
with ENZO. We find that a top-heavy Pop III IMF results in earlier star
formation but dimmer galaxies than a more conventional Salpeter-type IMF
because explosions of massive Pop III stars produce more turbulence that
suppresses high-mass second-generation star formation. Our models suggest that
the Pop III IMF could therefore be inferred from detections of primordial
galaxies, which will be principal targets of the James Webb Space Telescope and
extremely large telecopes on the ground in the coming decade.",2010.02212v1,astro-ph.GA,2020-10-05 18:00:00+00:00,"[arxiv.Result.Author('Li-Hsin Chen'), arxiv.Result.Author('Ke-Jung Chen'), arxiv.Result.Author('Sung-han Tsai'), arxiv.Result.Author('Daniel Whalen')]",
19,Detectability of Population III stellar remnants as X-ray binaries from tidal captures in the local Universe,"We assess the feasibility of detecting the compact object remnants from
Population III (Pop III) stars in nearby dense star clusters, where they become
luminous again as X-ray binaries (XRBs) and tidal disruption events (TDEs) via
strong tidal encounters. Analytically modelling the formation of Pop III stars,
coupled with a top-heavy initial mass function predicted by numerical
simulations, we derive the number of (active) Pop III XRBs and TDEs in the
present-day Milky Way (MW) nuclear star cluster as $\sim 0.06-0.3$ and
$\lesssim 4\times 10^{-6}$, rendering any detection unlikely. The detection
probability, however, can be significantly boosted when surveying all massive
star clusters from the MW and neighboring galaxy clusters. Specifically, we
predict $\sim 1.5-6.5$ and $\sim 40-2800$ active Pop III XRBs in the MW and the
Virgo cluster, respectively. Our Pop III XRBs are dominated ($\sim 99\%$) by
black holes with a typical mass and luminosity of $\sim 45$ $\rm M_{\odot}$ and
$\sim 10^{36}$ $\rm erg\ s^{-1}$. Deep surveys of nearby ($\lesssim 30-300$
$\rm Mpc$) galaxy clusters for such Pop III XRBs are well within reach of
next-generation X-ray telescopes, such as ATHENA and LYNX.",2109.10321v1,astro-ph.HE,2021-09-21 17:16:02+00:00,"[arxiv.Result.Author('Rabia Husain'), arxiv.Result.Author('Boyuan Liu'), arxiv.Result.Author('Volker Bromm')]",
20,Risk Automatic Prediction for Social Economy Companies using Camels,"Governments have to supervise and inspect social economy enterprises (SEEs).
However, inspecting all SEEs is not possible due to the large number of SEEs
and the low number of inspectors in general. We proposed a prediction model
based on a machine learning approach. The method was trained with the random
forest algorithm with historical data provided by each SEE. Three consecutive
periods of data were concatenated. The proposed method uses these periods as
input data and predicts the risk of each SEE in the fourth period. The model
achieved 76\% overall accuracy. In addition, it obtained good accuracy in
predicting the high risk of a SEE. We found that the legal nature and the
variation of the past-due portfolio are good predictors of the future risk of a
SEE. Thus, the risk of a SEE in a future period can be predicted by a
supervised machine learning method. Predicting the high risk of a SEE improves
the daily work of each inspector by focusing only on high-risk SEEs.",2210.05052v1,cs.LG,2022-10-10 23:50:02+00:00,"[arxiv.Result.Author('Joseph Gallego-Mejia'), arxiv.Result.Author('Daniela Martin-Vega'), arxiv.Result.Author('Fabio Gonzalez')]",
21,Triviality and the (Supersymmetric) See-Saw,"For the D=5 Majorana neutrino mass operator to have a see-saw ultraviolet
completion that is viable up to the Planck scale, the see-saw scale is bounded
above due to triviality limits on the see-saw couplings. For supersymmetric
see-saw models, with realistic neutrino mass textures, we compare constraints
on the see-saw scale from triviality bounds, with those arising from
experimental limits on induced charged-lepton flavour violation, for both the
CMSSM and for models with split supersymmetry.",hep-ph/0603053v2,hep-ph,2006-03-07 16:47:09+00:00,"[arxiv.Result.Author('Bruce A. Campbell'), arxiv.Result.Author('David W. Maybury')]","JHEP 0704:077,2007"
22,Astronomical Seeing at Maidanak Observatory during the year 2018,"Astronomical seeing measurements were carried out at Maidanak observatory
during the period from August to November 2018 using DIMM (Differential Image
Motion Monitor). The median value of seeing for the entire period was
determined as 0.54 arcseconds. This value was compared to the seeing data of
the period 1996-2002.",2012.08110v1,astro-ph.IM,2020-12-15 06:19:17+00:00,"[arxiv.Result.Author('Y. A. Tillayev'), arxiv.Result.Author('A. M. Azimov'), arxiv.Result.Author('A. R. Hafizov')]",
23,"The see-saw mechanism: neutrino mixing, leptogenesis and lepton flavor violation","The see-saw mechanism to generate small neutrino masses is reviewed. After
summarizing our current knowledge about the low energy neutrino mass matrix we
consider reconstructing the see-saw mechanism. Low energy neutrino physics is
not sufficient to reconstruct see-saw, a feature which we refer to as ``see-saw
degeneracy''. Indirect tests of see-saw are leptogenesis and lepton flavor
violation in supersymmetric scenarios, which together with neutrino mass and
mixing define the framework of see-saw phenomenology. Several examples are
given, both phenomenological and GUT-related. Variants of the see-saw mechanism
like the type II or triplet see-saw are also discussed. In particular, we
compare many general aspects regarding the dependence of LFV on low energy
neutrino parameters in the extreme cases of a dominating conventional see-saw
term or a dominating triplet term. For instance, the absence of mu -> e gamma
or tau -> e gamma in the pure triplet case means that CP is conserved in
neutrino oscillations. Scanning models, we also find that among the decays mu
-> e gamma, tau -> e gamma and tau -> mu gamma the latter one has the largest
branching ratio in (i) SO(10) type I see-saw models and in (ii) scenarios in
which the triplet term dominates in the neutrino mass matrix.",0804.3925v3,hep-ph,2008-04-24 13:44:29+00:00,[arxiv.Result.Author('Werner Rodejohann')],"Pramana 72:217-227,2009"
