,Title,Summary,DOI,Categories,Publish Time,Authors,Journal
10,Adaptive Risk-Limiting Ballot Comparison Audits,"Risk-limiting audits (RLAs) are rigorous statistical procedures meant to
detect invalid election results. RLAs examine paper ballots cast during the
election to statistically assess the possibility of a disagreement between the
winner determined by the ballots and the winner reported by tabulation. The
most ballot efficient approaches proceed by ""ballot comparison."" However,
ballot comparison requires an untrusted declaration of the contents of each
cast ballot, rather than a simple tabulation of vote totals. This ""cast-vote
record table"" (CVR) is then spot-checked against ballots for consistency. In
many practical settings, the cost of generating a suitable CVR dominates the
cost of conducting the audit, preventing widespread adoption of these
sample-efficient techniques.
  We introduce a new RLA procedure: an ""adaptive ballot comparison"" audit. In
this audit, a global CVR is never produced; instead, a three-stage procedure is
iterated:
  1) a batch is selected,
  2) a CVR is produced for that batch, and
  3) a ballot within the batch is sampled, inspected by auditors, and compared
with the CVR.
  We prove that such an audit can achieve risk commensurate with standard
comparison audits while generating a fraction of the CVR. We present three main
contributions:
  1) a formal adversarial model for RLAs;
  2) definition and analysis of an adaptive audit procedure with rigorous risk
limits and an associated correctness analysis accounting for the incidental
errors arising in typical audits; and
  3) an analysis of practical efficiency.
  This method can be organized in rounds (as is typical for comparison audits)
where sampled CVRs are produced in parallel. Using data from Florida's 2020
presidential election with 5% risk and 1% margin, only 22% of the CVR is
generated; at 10% margin, only 2% is generated.",2202.02607v5,cs.CR,2022-02-05 18:04:27+00:00,"[arxiv.Result.Author('Benjamin Fuller'), arxiv.Result.Author('Abigail Harrison'), arxiv.Result.Author('Alexander Russell')]",
11,Making Code Voting Secure against Insider Threats using Unconditionally Secure MIX Schemes and Human PSMT Protocols,"Code voting was introduced by Chaum as a solution for using a possibly
infected-by-malware device to cast a vote in an electronic voting application.
Chaum's work on code voting assumed voting codes are physically delivered to
voters using the mail system, implicitly requiring to trust the mail system.
This is not necessarily a valid assumption to make - especially if the mail
system cannot be trusted. When conspiring with the recipient of the cast
ballots, privacy is broken.
  It is clear to the public that when it comes to privacy, computers and
""secure"" communication over the Internet cannot fully be trusted. This
emphasizes the importance of using: (1) Unconditional security for secure
network communication. (2) Reduce reliance on untrusted computers.
  In this paper we explore how to remove the mail system trust assumption in
code voting. We use PSMT protocols (SCN 2012) where with the help of visual
aids, humans can carry out $\mod 10$ addition correctly with a 99\% degree of
accuracy. We introduce an unconditionally secure MIX based on the combinatorics
of set systems.
  Given that end users of our proposed voting scheme construction are humans we
\emph{cannot use} classical Secure Multi Party Computation protocols.
  Our solutions are for both single and multi-seat elections achieving:
\begin{enumerate}[i)]
  \item An anonymous and perfectly secure communication network secure against
a $t$-bounded passive adversary used to deliver voting,
  \item The end step of the protocol can be handled by a human to evade the
threat of malware. \end{enumerate} We do not focus on active adversaries.",1506.04429v1,cs.CR,2015-06-14 19:07:51+00:00,"[arxiv.Result.Author('Yvo Desmedt'), arxiv.Result.Author('Stelios Erotokritou')]",
12,You can do RLAs for IRV,"The City and County of San Francisco, CA, has used Instant Runoff Voting
(IRV) for some elections since 2004. This report describes the first ever
process pilot of Risk Limiting Audits for IRV, for the San Francisco District
Attorney's race in November, 2019. We found that the vote-by-mail outcome could
be efficiently audited to well under the 0.05 risk limit given a sample of only
200 ballots. All the software we developed for the pilot is open source.",2004.00235v1,cs.CY,2020-04-01 05:05:37+00:00,"[arxiv.Result.Author('Michelle Blom'), arxiv.Result.Author('Andrew Conway'), arxiv.Result.Author('Dan King'), arxiv.Result.Author('Laurent Sandrolini'), arxiv.Result.Author('Philip B. Stark'), arxiv.Result.Author('Peter J. Stuckey'), arxiv.Result.Author('Vanessa Teague')]",
13,Blocks as geographic discontinuities: The effect of polling place assignment on voting,"A potential voter must incur a number of costs in order to successfully cast
an in-person ballot, including the costs associated with identifying and
traveling to a polling place. In order to investigate how these costs affect
voting behavior, we introduce two quasi-experimental designs that can be used
to study how the political participation of registered voters is affected by
differences in the relative distance that registrants must travel to their
assigned Election Day polling place and whether their polling place remains at
the same location as in a previous election. Our designs make comparisons of
registrants who live on the same residential block, but are assigned to vote at
different polling places. We find that living farther from a polling place and
being assigned to a new polling place reduce in-person Election Day voting, but
that registrants largely offset for this by casting more early in-person and
mail ballots.",2105.01728v1,stat.AP,2021-05-04 19:50:27+00:00,"[arxiv.Result.Author('Sabina Tomkins'), arxiv.Result.Author('Keniel Yao'), arxiv.Result.Author('Johann Gaebler'), arxiv.Result.Author('Tobias Konitzer'), arxiv.Result.Author('David Rothschild'), arxiv.Result.Author('Marc Meredith'), arxiv.Result.Author('Sharad Goel')]",
14,Nonparametric Deconvolution Models,"We describe nonparametric deconvolution models (NDMs), a family of Bayesian
nonparametric models for collections of data in which each observation is the
average over the features from heterogeneous particles. For example, these
types of data are found in elections, where we observe precinct-level vote
tallies (observations) of individual citizens' votes (particles) across each of
the candidates or ballot measures (features), where each voter is part of a
specific voter cohort or demographic (factor). Like the hierarchical Dirichlet
process, NDMs rely on two tiers of Dirichlet processes to explain the data with
an unknown number of latent factors; each observation is modeled as a weighted
average of these latent factors. Unlike existing models, NDMs recover how
factor distributions vary locally for each observation. This uniquely allows
NDMs both to deconvolve each observation into its constituent factors, and also
to describe how the factor distributions specific to each observation vary
across observations and deviate from the corresponding global factors. We
present variational inference techniques for this family of models and study
its performance on simulated data and voting data from California. We show that
including local factors improves estimates of global factors and provides a
novel scaffold for exploring data.",2003.07718v1,cs.LG,2020-03-17 13:38:43+00:00,"[arxiv.Result.Author('Allison J. B. Chaney'), arxiv.Result.Author('Archit Verma'), arxiv.Result.Author('Young-suk Lee'), arxiv.Result.Author('Barbara E. Engelhardt')]",
15,Locating ballot drop boxes,"For decades, voting-by-mail and the use of ballot drop boxes has
substantially grown, and in response, many election officials have added new
drop boxes to their voting infrastructure. However, existing guidance for
locating drop boxes is limited. In this paper, we introduce an integer
programming model, the drop box location problem (DBLP), to locate drop boxes.
The DBLP considers criteria of cost, voter access, and risk. The cost of the
drop box system is determined by the fixed cost of adding drop boxes and the
operational cost of a collection tour by a bipartisan team who regularly
collects ballots from selected locations. The DBLP utilizes covering sets to
ensure each voter is in close proximity to a drop box and incorporates a novel
measure of access to measure the ability to use multiple voting pathways to
vote. The DBLP is shown to be NP-Hard, and we introduce a heuristic to generate
a large number of feasible solutions for policy makers to select from a
posteriori. Using a real-world case study of Milwaukee, WI, we study the
benefit of the DBLP. The results demonstrate that the proposed optimization
model identifies drop box locations that perform well across multiple criteria.
The results also demonstrate that the trade-off between cost, access, and risk
is non-trivial, which supports the use of the proposed optimization-based
approach to select drop box locations.",2207.10707v2,math.OC,2022-07-21 18:41:38+00:00,"[arxiv.Result.Author('Adam P. Schmidt'), arxiv.Result.Author('Laura A. Albert')]",
16,Realizing the Aerial Robotic Worker for Inspection Operations,"This report overviews a set of recent contributions in the field of path
planning that were developed to enable the realization of the autonomous aerial
robotic worker for inspection operations. The specific algorithmic
contributions address several fundamental challenges of robotic inspection and
exploration, and specifically those of optimal coverage planning given an a
priori known model of the structure to be inspected, full coverage, optimized
and fast inspection path planning, as well as efficient exploration of
completely unknown environments and structures. All of the developed path
planners support both holonomic and nonholonomic systems, and respect the
on-board sensor model and constraints. An overview of the achieved results,
followed by an integrating architecture in order to enable fully autonomous and
highly-efficient infrastructure inspection in both known and unknown
environments.",1703.02640v1,cs.RO,2017-03-08 00:00:03+00:00,[arxiv.Result.Author('Kostas Alexis')],
17,A Unified Evaluation of Two-Candidate Ballot-Polling Election Auditing Methods,"Counting votes is complex and error-prone. Several statistical methods have
been developed to assess election accuracy by manually inspecting randomly
selected physical ballots. Two 'principled' methods are risk-limiting audits
(RLAs) and Bayesian audits (BAs). RLAs use frequentist statistical inference
while BAs are based on Bayesian inference. Until recently, the two have been
thought of as fundamentally different.
  We present results that unify and shed light upon 'ballot-polling' RLAs and
BAs (which only require the ability to sample uniformly at random from all cast
ballot cards) for two-candidate plurality contests, which are building blocks
for auditing more complex social choice functions, including some preferential
voting systems. We highlight the connections between the methods and explore
their performance.
  First, building on a previous demonstration of the mathematical equivalence
of classical and Bayesian approaches, we show that BAs, suitably calibrated,
are risk-limiting. Second, we compare the efficiency of the methods across a
wide range of contest sizes and margins, focusing on the distribution of sample
sizes required to attain a given risk limit. Third, we outline several ways to
improve performance and show how the mathematical equivalence explains the
improvements.",2008.08536v2,stat.AP,2020-08-19 16:30:03+00:00,"[arxiv.Result.Author('Zhuoqun Huang'), arxiv.Result.Author('Ronald L. Rivest'), arxiv.Result.Author('Philip B. Stark'), arxiv.Result.Author('Vanessa Teague'), arxiv.Result.Author('Damjan Vukcevic')]","Electronic Voting, E-Vote-ID 2020, Lecture Notes in Computer
  Science 12455 (2020) 112-128"
18,SolderNet: Towards Trustworthy Visual Inspection of Solder Joints in Electronics Manufacturing Using Explainable Artificial Intelligence,"In electronics manufacturing, solder joint defects are a common problem
affecting a variety of printed circuit board components. To identify and
correct solder joint defects, the solder joints on a circuit board are
typically inspected manually by trained human inspectors, which is a very
time-consuming and error-prone process. To improve both inspection efficiency
and accuracy, in this work we describe an explainable deep learning-based
visual quality inspection system tailored for visual inspection of solder
joints in electronics manufacturing environments. At the core of this system is
an explainable solder joint defect identification system called SolderNet which
we design and implement with trust and transparency in mind. While several
challenges remain before the full system can be developed and deployed, this
study presents important progress towards trustworthy visual inspection of
solder joints in electronics manufacturing.",2211.10274v1,cs.CV,2022-11-18 15:02:59+00:00,"[arxiv.Result.Author('Hayden Gunraj'), arxiv.Result.Author('Paul Guerrier'), arxiv.Result.Author('Sheldon Fernandez'), arxiv.Result.Author('Alexander Wong')]",
19,In Search of the Black Swan: Analysis of the Statistical Evidence of Electoral Fraud in Venezuela,"This study analyzes diverse hypotheses of electronic fraud in the Recall
Referendum celebrated in Venezuela on August 15, 2004. We define fraud as the
difference between the elector's intent, and the official vote tally. Our null
hypothesis is that there was no fraud, and we attempt to search for evidence
that will allow us to reject this hypothesis. We find no evidence that fraud
was committed by applying numerical maximums to machines in some precincts.
Equally, we discard any hypothesis that implies altering some machines and not
others, at each electoral precinct, because the variation patterns between
machines at each precinct are normal. However, the statistical evidence is
compatible with the occurrence of fraud that has affected every machine in a
single precinct, but differentially more in some precincts than others. We find
that the deviation pattern between precincts, based on the relationship between
the signatures collected to request the referendum in November 2003 (the
so-called, Reafirmazo), and the YES votes on August 15, is positive and
significantly correlated with the deviation pattern in the relationship between
exit polls and votes in those same precincts. In other words, those precincts
in which, according to the number of signatures, there are an unusually low
number of YES votes (i.e., votes to impeach the president), is also where,
according to the exit polls, the same thing occurs.",1205.3921v1,stat.ME,2012-05-17 12:52:40+00:00,"[arxiv.Result.Author('Ricardo Hausmann'), arxiv.Result.Author('Roberto Rigobon')]","Statistical Science 2011, Vol. 26, No. 4, 543-563"
20,Blind proxy voting,"A secret ballot mechanism that enables voting in absence is proposed. It
amends standard vote collection methods that use ballot box as anonymizer,
adding the option for absent voters to vote by a proxy blinded to the content
of the ballot paper. Votes are cast under unique and hidden identification
numbers generated solely for the purpose of that election. Voters prepare their
ballot papers from scratch and submit them to the tallying authority in two
parts via separate routes, each part being meaningless without the other.",1812.11128v1,cs.CR,2018-12-28 17:41:13+00:00,[arxiv.Result.Author('Zuzana Haniková')],
21,Limiting Risk by Turning Manifest Phantoms into Evil Zombies,"Drawing a random sample of ballots to conduct a risk-limiting audit generally
requires knowing how the ballots cast in an election are organized into groups,
for instance, how many containers of ballots there are in all and how many
ballots are in each container. A list of the ballot group identifiers along
with number of ballots in each group is called a ballot manifest. What if the
ballot manifest is not accurate? Surprisingly, even if ballots are known to be
missing from the manifest, it is not necessary to make worst-case assumptions
about those ballots--for instance, to adjust the margin by the number of
missing ballots--to ensure that the audit remains conservative. Rather, it
suffices to make worst-case assumptions about the individual randomly selected
ballots that the audit cannot find. This observation provides a simple
modification to some risk-limiting audit procedures that makes them
automatically become more conservative if the ballot manifest has errors. The
modification--phantoms to evil zombies (~2EZ)--requires only an upper bound on
the total number of ballots cast. ~2EZ makes the audit P-value stochastically
larger than it would be had the manifest been accurate, automatically requiring
more than enough ballots to be audited to offset the manifest errors. This
ensures that the true risk limit remains smaller than the nominal risk limit.
On the other hand, if the manifest is in fact accurate and the upper bound on
the total number of ballots equals the total according to the manifest, ~2EZ
has no effect at all on the number of ballots audited nor on the true risk
limit.",1207.3413v1,stat.AP,2012-07-14 11:26:02+00:00,"[arxiv.Result.Author('Jorge H. Banuelos'), arxiv.Result.Author('Philip B. Stark')]",
22,A Complete Enumeration of Ballot Permutations Avoiding Sets of Small Patterns,"Permutations whose prefixes contain at least as many ascents as descents are
called ballot permutations. Lin, Wang, and Zhao have previously enumerated
ballot permutations avoiding small patterns and have proposed the problem of
enumerating ballot permutations avoiding a pair of permutations of length $3$.
We completely enumerate ballot permutations avoiding two patterns of length $3$
and we relate these avoidance classes with their respective recurrence
relations and formulas, which leads to an interesting bijection between ballot
permutations avoiding $132$ and $312$ with left factors of Dyck paths. In
addition, we also conclude the Wilf-classification of ballot permutations
avoiding sets of two patterns of length $3$, and we then extend our results to
completely enumerate ballot permutations avoiding three patterns of length $3$.",2209.06087v1,math.CO,2022-09-13 15:37:45+00:00,[arxiv.Result.Author('Nathan Sun')],
23,Can Voters Detect Errors on Their Printed Ballots? Absolutely,"There is still debate on whether voters can detect malicious changes in their
printed ballot after making their selections on a Ballot Marking Device (BMD).
In this study, we altered votes on a voter's ballot after they had made their
selections on a BMD. We then required them to examine their ballots for any
changes from the slate they used to vote. Overall accuracy was exceptionally
high. Participants saw 1440 total contests, and of those 1440, there were a
total of 4 errors, so total accuracy was 99.8%. Participants were able to
perform with near-perfect accuracy regardless of ballot length, ballot type,
number of altered races, and location of altered races. Detection performance
was extremely robust. We conclude that with proper direction and resources,
voters can be near-perfect detectors of ballot changes on printed paper ballots
after voting with a BMD. This finding has significant implications for the
voting community as BMD use continues to grow. Research should now focus on
identifying administrative and behavioral methods that will prompt and
encourage voters to check their BMD-generated ballots before they drop them in
the ballot box.",2204.09780v1,cs.HC,2022-04-20 20:40:32+00:00,"[arxiv.Result.Author('Philip Kortum'), arxiv.Result.Author('Michael D. Byrne'), arxiv.Result.Author('Chidera O. Azubike'), arxiv.Result.Author('Laura E. Roty')]",
24,Ballot tilings and increasing trees,"We study enumerations of Dyck and ballot tilings, which are tilings of a
region determined by two Dyck or ballot paths. We give bijective proofs to two
formulae of enumerations of Dyck tilings through Hermite histories. We show
that one of the formulae is equal to a certain Kazhdan--Lusztig polynomial. For
a ballot tiling, we establish formulae which are analogues of formulae for Dyck
tilings. Especially, the generating functions have factorized expressions. The
key tool is a planted plane tree and its increasing labellings. We also
introduce a generalized perfect matching which is bijective to an Hermite
history for a ballot tiling. By combining these objects, we obtain various
expressions of a generating function of ballot tilings with a fixed lower path.",1705.06434v1,math-ph,2017-05-18 06:46:09+00:00,[arxiv.Result.Author('Keiichi Shigechi')],
25,Sophisticated Attacks on Decoy Ballots: The Devil's Menu and the Market for Lemons,"Decoy ballots do not count in election outcomes, but otherwise they are
indistinguishable from real ballots. By means of a game-theoretical model, we
show that decoy ballots may not provide effective protection against a
malevolent adversary trying to buy real ballots. If the citizenry is divided
into subgroups (or districts), the adversary can construct a so-called ""Devil's
Menu"" consisting of several prices. In equilibrium, the adversary can buy the
real ballots of any strict subset of districts at a price corresponding to the
willingness to sell on the part of the citizens holding such ballots. By
contrast, decoy voters are trapped into selling their ballots at a low, or even
negligible, price. Blowing up the adversary's budget by introducing decoy
ballots may thus turn out to be futile. The Devil's Menu can also be applied to
the well-known ""Lemons Problem"".",1712.05477v1,cs.GT,2017-12-14 23:54:58+00:00,"[arxiv.Result.Author('Hans Gersbach'), arxiv.Result.Author('Akaki Mamageishvili'), arxiv.Result.Author('Oriol Tejada')]",
26,The ATHENA Class of Risk-Limiting Ballot Polling Audits,"The main risk-limiting ballot polling audit in use today, BRAVO, is designed
for use when single ballots are drawn at random and a decision regarding
whether to stop the audit or draw another ballot is taken after each ballot
draw (ballot-by-ballot (B2) audits). On the other hand, real ballot polling
audits draw many ballots in a single round before determining whether to stop
(round-by-round (R2) audits). We show that BRAVO results in significant
inefficiency when directly applied to real R2 audits. We present the ATHENA
class of R2 stopping rules, which we show are risk-limiting if the round
schedule is pre-determined (before the audit begins). We prove that each rule
is at least as efficient as the corresponding BRAVO stopping rule applied at
the end of the round. We have open-source software libraries implementing most
of our results.
  We show that ATHENA halves the number of ballots required, for all state
margins in the 2016 US Presidential election and a first round with $90\%$
stopping probability, when compared to BRAVO (stopping rule applied at the end
of the round). We present simulation results supporting the 90% stopping
probability claims and our claims for the risk accrued in the first round.
Further, ATHENA reduces the number of ballots by more than a quarter for low
margins, when compared to the BRAVO stopping rule applied on ballots in
selection order. This implies that keeping track of the order when drawing
ballots R2 is not beneficial, because ATHENA is more efficient even without
information on selection order. These results are significant because current
approaches to real ballot polling election audits use the B2 BRAVO rules,
requiring about twice as much work on the part of election officials. Applying
the rules in selection order requires fewer ballots, but keeping track of the
order, and entering it into audit software, adds to the effort.",2008.02315v5,cs.CR,2020-08-05 18:47:37+00:00,"[arxiv.Result.Author('Filip Zagórski'), arxiv.Result.Author('Grant McClearn'), arxiv.Result.Author('Sarah Morin'), arxiv.Result.Author('Neal McBurnett'), arxiv.Result.Author('Poorvi L. Vora')]",
27,$k$-Cut: A Simple Approximately-Uniform Method for Sampling Ballots in Post-Election Audits,"We present an approximate sampling framework and discuss how risk-limiting
audits can compensate for these approximations, while maintaining their
""risk-limiting"" properties. Our framework is general and can compensate for
counting mistakes made during audits.
  Moreover, we present and analyze a simple approximate sampling
method,""$k$-cut"", for picking a ballot randomly from a stack, without counting.
Our method involves doing $k$ ""cuts"", each involving moving a random portion of
ballots from the top to the bottom of the stack, and then picking the ballot on
top. Unlike conventional methods of picking a ballot at random, $k$-cut does
not require identification numbers on the ballots or counting many ballots per
draw. We analyze how close the distribution of chosen ballots is to the uniform
distribution, and design different mitigation procedures. We show that $k=6$
cuts is enough for an risk-limiting election audit, based on empirical data,
which would provide a significant increase in efficiency.",1811.08811v3,cs.DS,2018-11-21 16:26:33+00:00,"[arxiv.Result.Author('Mayuri Sridhar'), arxiv.Result.Author('Ronald L. Rivest')]",
