,Title,Summary,DOI,Categories,Publish Time,Authors,Journal
10,A Forensic Audit of the Tor Browser Bundle,"The increasing use of encrypted data within file storage and in network
communications leaves investigators with many challenges. One of the most
challenging is the Tor protocol, as its main focus is to protect the privacy of
the user, in both its local footprint within a host and over a network
connection. The Tor browser, though, can leave behind digital artefacts which
can be used by an investigator. This paper outlines an experimental methodology
and provides results for evidence trails which can be used within real-life
investigations.",1907.10279v1,cs.CR,2019-07-24 07:39:16+00:00,"[arxiv.Result.Author('Matt Muir'), arxiv.Result.Author('Petra Leimich'), arxiv.Result.Author('William J Buchanan')]","Digital Investigation, Volume 29, June 2019, Pages 118-128"
11,Continuous Design Control for Machine Learning in Certified Medical Systems,"Continuous software engineering has become commonplace in numerous fields.
However, in regulating intensive sectors, where additional concerns needs to be
taken into account, it is often considered difficult to apply continuous
development approaches, such as devops. In this paper, we present an approach
for using pull requests as design controls, and apply this approach to machine
learning in certified medical systems leveraging model cards, a novel technique
developed to add explainability to machine learning systems, as a regulatory
audit trail. The approach is demonstrated with an industrial system that we
have used previously to show how medical systems can be developed in a
continuous fashion.",2209.05843v1,cs.SE,2022-09-13 09:42:04+00:00,"[arxiv.Result.Author('Vlad Stirbu'), arxiv.Result.Author('Tuomas Granlund'), arxiv.Result.Author('Tommi Mikkonen')]",
12,Is Decentralized AI Safer?,"Artificial Intelligence (AI) has the potential to significantly benefit or
harm humanity. At present, a few for-profit companies largely control the
development and use of this technology, and therefore determine its outcomes.
In an effort to diversify and democratize work on AI, various groups are
building open AI systems, investigating their risks, and discussing their
ethics. In this paper, we demonstrate how blockchain technology can facilitate
and formalize these efforts. Concretely, we analyze multiple use-cases for
blockchain in AI research and development, including decentralized governance,
the creation of immutable audit trails, and access to more diverse and
representative datasets. We argue that decentralizing AI can help mitigate AI
risks and ethical concerns, while also introducing new issues that should be
considered in future work.",2211.05828v1,cs.CY,2022-11-04 01:01:31+00:00,"[arxiv.Result.Author('Casey Clifton'), arxiv.Result.Author('Richard Blythman'), arxiv.Result.Author('Kartika Tulusan')]",
13,An AI-Powered VVPAT Counter for Elections in India,"The Election Commission of India has introduced Voter Verified Paper Audit
Trail since 2019. This mechanism has increased voter confidence at the time of
casting the votes. However, physical verification of the VVPATs against the
party level counts from the EVMs is done only in 5 (randomly selected) machines
per constituency. The time required to conduct physical verification becomes a
bottleneck in scaling this activity for 100% of machines in all constituencies.
We proposed an automated counter powered by image processing and machine
learning algorithms to speed up the process and address this issue.",2212.11124v1,cs.CV,2022-12-09 14:59:40+00:00,"[arxiv.Result.Author('Prasath Murugesan'), arxiv.Result.Author('Shamshu Dharwez Saganvali')]",
14,Safe Artificial General Intelligence via Distributed Ledger Technology,"Background. Expert observers and artificial intelligence (AI) progression
metrics indicate AI will exceed human intelligence within a few decades.
Whether general AI that exceeds human capabilities (AGI) will be the single
greatest boon in history or a disaster is unknown. No proofs exist that AGI
will benefit humans or that AGI will not harm or eliminate humans.
  Objective. I propose a set of logically distinct conceptual components that
are necessary and sufficient to 1) ensure that most known AGI scenarios will
not harm humanity and 2) robustly align AGI values and goals with human values.
  Methods. By systematically addressing each pathway category to malevolent AI
we can induce the methods/axioms required to redress the category.
  Results and Discussion. Distributed ledger technology (DLT, blockchain) is
integral to this proposal, e.g. to reduce the probability of hacking, provide
an audit trail to detect and correct errors or identify components causing
vulnerability or failure and replace them or shut them down remotely and/or
automatically, and to separate and balance key AGI components via decentralized
apps (dApps). Smart contracts based on DLT are necessary to address evolution
of AI that will be too fast for human monitoring and intervention.
  The proposed axioms. 1) Access to technology by market license. 2)
Transparent ethics embodied in DLT. 3) Morality encrypted via DLT. 4) Behavior
control structure with values (ethics) at roots. 5) Individual bar-code
identification of all critical components. 6) Configuration Item (from business
continuity/disaster recovery planning). 7) Identity verification secured via
DLT. 8) Smart automated contracts based on DLT. 9) Decentralized applications -
AI software code modules encrypted via DLT. 10) Audit trail of component usage
stored via DLT. 11) Social ostracism (denial of societal resources) augmented
by DLT petitions.",1902.03689v2,cs.CY,2019-02-11 00:10:47+00:00,[arxiv.Result.Author('Kristen W. Carlson')],
15,Transparency and granularity in the SP Theory of Intelligence and its realisation in the SP Computer Model,"This chapter describes how the SP System, meaning the SP Theory of
Intelligence, and its realisation as the SP Computer Model, may promote
transparency and granularity in AI, and some other areas of application. The
chapter describes how transparency in the workings and output of the SP
Computer Model may be achieved via three routes: 1) the program provides a very
full audit trail for such processes as recognition, reasoning, analysis of
language, and so on. There is also an explicit audit trail for the unsupervised
learning of new knowledge; 2) knowledge from the system is likely to be
granular and easy for people to understand; and 3) there are seven principles
for the organisation of knowledge which are central in the workings of the SP
System and also very familiar to people (eg chunking-with-codes, part-whole
hierarchies, and class-inclusion hierarchies), and that kind of familiarity in
the way knowledge is structured by the system, is likely to be important in the
interpretability, explainability, and transparency of that knowledge. Examples
from the SP Computer Model are shown throughout the chapter.",2009.06370v2,cs.AI,2020-09-07 18:31:12+00:00,[arxiv.Result.Author('J Gerard Wolff')],
16,The Minimum Hybrid Contract (MHC): Combining legal and blockchain smart contracts,"Corruption is a major global financial problem with billions of dollars
rendered lost or unaccountable annually. Corruption through contract fraud is
often conducted by withholding and/or altering financial information. When such
scandals are investigated by authorities, financial and legal documents are
usually altered to conceal the paper trail.
  Smart contracts have emerged in recent years and appear promising for
applications such as legal contracts where transparency is critical and of
public interest. Transparency and auditability are inherent because smart
contracts execute operations on the blockchain, a distributed public ledger.
  In this paper, we propose the Minimum Hybrid Contract (MHC), with the aim of
introducing 1) auditability, 2) transparency, and 3) immutability to the
contract's financial transactions. The MHC comprises an online smart contract
and an offline traditional legal contract. where the two are immutably linked.
  Secure peer-to-peer financial transactions, transparency, and cost accounting
are automated by the smart contract, and legal issues or disputes are carried
out by civil courts. The reliance on established legal processes facilitates an
appropriate adoption of smart contracts in traditional contracts.",2002.06850v1,cs.CY,2020-02-17 09:19:20+00:00,"[arxiv.Result.Author('Jørgen Svennevik Notland'), arxiv.Result.Author('Jakob Svennevik Notland'), arxiv.Result.Author('Donn Morrison')]",
17,Scrybe: A Secure Audit Trail for Clinical Trial Data Fusion,"Clinical trials are a multi-billion dollar industry. One of the biggest
challenges facing the clinical trial research community is satisfying Part 11
of Title 21 of the Code of Federal Regulations and ISO 27789. These controls
provide audit requirements that guarantee the reliability of the data contained
in the electronic records. Context-aware smart devices and wearable IoT devices
have become increasingly common in clinical trials. Electronic Data Capture
(EDC) and Clinical Data Management Systems (CDMS) do not currently address the
new challenges introduced using these devices. The healthcare digital threat
landscape is continually evolving, and the prevalence of sensor fusion and
wearable devices compounds the growing attack surface. We propose Scrybe, a
permissioned blockchain, to store proof of clinical trial data provenance. We
illustrate how Scrybe addresses each control and the limitations of the
Ethereum-based blockchains. Finally, we provide a proof-of-concept integration
with REDCap to show tamper resistance.",2109.05649v1,cs.CR,2021-09-13 00:27:33+00:00,"[arxiv.Result.Author('Jon Oakley'), arxiv.Result.Author('Carl Worley'), arxiv.Result.Author('Lu Yu'), arxiv.Result.Author('Richard Brooks'), arxiv.Result.Author('Ilker Ozcelik'), arxiv.Result.Author('Anthony Skjellum'), arxiv.Result.Author('Jihad Obeid')]",
18,SOBA: Secrecy-preserving Observable Ballot-level Audit,"SOBA is an approach to election verification that provides observers with
justifiably high confidence that the reported results of an election are
consistent with an audit trail (""ballots""), which can be paper or electronic.
SOBA combines three ideas: (1) publishing cast vote records (CVRs) separately
for each contest, so that anyone can verify that each reported contest outcome
is correct, if the CVRs reflect voters' intentions with sufficient accuracy;
(2) shrouding a mapping between ballots and the CVRs for those ballots to
prevent the loss of privacy that could occur otherwise; (3) assessing the
accuracy with which the CVRs reflect voters' intentions for a collection of
contests while simultaneously assessing the integrity of the shrouded mapping
between ballots and CVRs by comparing randomly selected ballots to the CVRs
that purport to represent them. Step (1) is related to work by the Humboldt
County Election Transparency Project, but publishing CVRs separately for
individual contests rather than images of entire ballots preserves privacy.
Step (2) requires a cryptographic commitment from elections officials.
Observers participate in step (3), which relies on the ""super-simple
simultaneous single-ballot risk-limiting audit."" Step (3) is designed to reveal
relatively few ballots if the shrouded mapping is proper and the CVRs
accurately reflect voter intent. But if the reported outcomes of the contests
differ from the outcomes that a full hand count would show, step (3) is
guaranteed to have a large chance of requiring all the ballots to be counted by
hand, thereby limiting the risk that an incorrect outcome will become official
and final.",1105.5803v2,stat.AP,2011-05-29 17:00:20+00:00,"[arxiv.Result.Author('Josh Benaloh'), arxiv.Result.Author('Douglas Jones'), arxiv.Result.Author('Eric Lazarus'), arxiv.Result.Author('Mark Lindeman'), arxiv.Result.Author('Philip B. Stark')]",
19,Non(c)esuch Ballot-Level Risk-Limiting Audits for Precinct-Count Voting Systems,"Risk-limiting audits (RLAs) guarantee a high probability of correcting
incorrect reported outcomes before the outcomes are certified. The most
efficient use ballot-level comparison, comparing the voting system's
interpretation of individual ballot cards sampled at random (cast-vote records,
CVRs) from a trustworthy paper trail to a human interpretation of the same
cards. Such comparisons require the voting system to create and export CVRs in
a way that can be linked to the individual ballots the CVRs purport to
represent. Such links can be created by keeping the ballots in the order in
which they are scanned or by printing a unique serial number on each ballot.
But for precinct-count systems (PCOS), these strategies may compromise vote
anonymity: the order in which ballots are cast may identify the voters who cast
them. Printing a unique pseudo-random number (""cryptographic nonce"") on each
ballot card after the voter last touches it could reduce such privacy risks.
But what if the system does not in fact print a unique number on each ballot or
does not accurately report the numbers it printed? This paper gives two ways to
conduct an RLA so that even if the system does not print a genuine nonce on
each ballot or misreports the nonces it used, the audit's risk limit is not
compromised (however, the anonymity of votes might be compromised). One method
allows untrusted technology to be used to imprint and to retrieve ballot cards.
The method is adaptive: if the technology behaves properly, this protection
does not increase the audit workload. But if the imprinting or retrieval system
misbehaves, the sample size the RLA requires to confirm the reported results
when the results are correct is generally larger than if the imprinting and
retrieval were accurate.",2207.01362v1,cs.CR,2022-07-04 12:35:42+00:00,[arxiv.Result.Author('Philip B. Stark')],
20,A Learning-Theoretic Framework for Certified Auditing with Explanations,"Responsible use of machine learning requires models be audited for
undesirable properties. While a number of auditing algorithms have been
proposed in prior work, how to do principled auditing in a general setting has
remained ill-understood. This work proposes a formal learning-theoretic
framework for auditing, and uses it to investigate if and how model
explanations can help audits. Specifically, we propose algorithms for auditing
linear classifiers for feature sensitivity using label queries as well as two
kinds of explanations, and provide performance guarantees. Our results
illustrate that while counterfactual explanations can be extremely helpful for
auditing, anchor explanations may not be as beneficial in the worst case.",2206.04740v2,cs.LG,2022-06-09 19:19:58+00:00,"[arxiv.Result.Author('Chhavi Yadav'), arxiv.Result.Author('Michal Moshkovitz'), arxiv.Result.Author('Kamalika Chaudhuri')]",
21,"Algorithmic audits of algorithms, and the law","Algorithmic decision making is now widespread, ranging from health care
allocation to more common actions such as recommendation or information
ranking. The aim to audit these algorithms has grown alongside. In this paper,
we focus on external audits that are conducted by interacting with the user
side of the target algorithm, hence considered as a black box. Yet, the legal
framework in which these audits take place is mostly ambiguous to researchers
developing them: on the one hand, the legal value of the audit outcome is
uncertain; on the other hand the auditors' rights and obligations are unclear.
The contribution of this paper is to articulate two canonical audit forms to
law, to shed light on these aspects: 1) the first audit form (we coin the Bobby
audit form) checks a predicate against the algorithm, while the second
(Sherlock) is more loose and opens up to multiple investigations. We find that:
Bobby audits are more amenable to prosecution, yet are delicate as operating on
real user data. This can lead to reject by a court (notion of admissibility).
Sherlock audits craft data for their operation, most notably to build
surrogates of the audited algorithm. It is mostly used for acts for
whistleblowing, as even if accepted as a proof, the evidential value will be
low in practice. 2) these two forms require the prior respect of a proper right
to audit, granted by law or by the platform being audited; otherwise the
auditor will be also prone to prosecutions regardless of the audit outcome.
This article thus highlights the relation of current audits with law, in order
to structure the growing field of algorithm auditing.",2203.03711v1,cs.CY,2022-02-15 14:20:53+00:00,"[arxiv.Result.Author('Erwan Le Merrer'), arxiv.Result.Author('Ronan Pons'), arxiv.Result.Author('Gilles Trédan')]",
22,Methods and Techniques of Quality Management for ICT Audit Processes,"In modern organizations, Information and Communication Technologies are used
to support the organizations' activities. To manage the quality of the
organization processes, audit processes are implemented. Also, the audit
processes can aim the quality of ICT systems themselves because their
involvement in organization processes. The paper investigates the ways in which
a quality management can be applied for audit processes in order to obtain a
high level of quality for the audit recommendations.",1201.0395v1,cs.OH,2012-01-01 22:40:23+00:00,[arxiv.Result.Author('Marius Popa')],
23,Risk-Limiting Bayesian Polling Audits for Two Candidate Elections,"We propose a simple common framework for Risk-Limiting and Bayesian (polling)
audits for two-candidate plurality elections. Using it, we derive an expression
for the general Bayesian audit; in particular, we do not restrict the prior to
a beta distribution. We observe that the decision rule for the Bayesian audit
is a simple comparison test, which enables the use of pre-computation---without
simulations---and greatly increases the computational efficiency of the audit.
Our main contribution is a general form for an audit that is both Bayesian and
risk-limiting: the {\em Bayesian Risk-Limiting Audit}, which enables the use of
a Bayesian approach to explore more efficient Risk-Limiting Audits.",1902.00999v2,cs.CR,2019-02-04 01:01:25+00:00,[arxiv.Result.Author('Poorvi L. Vora')],
24,Auditable Restoration of Distributed Programs,"We focus on a protocol for auditable restoration of distributed systems. The
need for such protocol arises due to conflicting requirements (e.g., access to
the system should be restricted but emergency access should be provided). One
can design such systems with a tamper detection approach (based on the
intuition of ""break the glass door""). However, in a distributed system, such
tampering, which are denoted as auditable events, is visible only for a single
node. This is unacceptable since the actions they take in these situations can
be different than those in the normal mode. Moreover, eventually, the auditable
event needs to be cleared so that system resumes the normal operation.
  With this motivation, in this paper, we present a protocol for auditable
restoration, where any process can potentially identify an auditable event.
Whenever a new auditable event occurs, the system must reach an ""auditable
state"" where every process is aware of the auditable event. Only after the
system reaches an auditable state, it can begin the operation of restoration.
Although any process can observe an auditable event, we require that only
""authorized"" processes can begin the task of restoration. Moreover, these
processes can begin the restoration only when the system is in an auditable
state. Our protocol is self-stabilizing and has bounded state space. It can
effectively handle the case where faults or auditable events occur during the
restoration protocol. Moreover, it can be used to provide auditable restoration
to other distributed protocol.",1506.07957v1,cs.DC,2015-06-26 04:52:24+00:00,"[arxiv.Result.Author('Reza Hajisheykhi'), arxiv.Result.Author('Mohammad Roohitavaf'), arxiv.Result.Author('Sandeep Kulkarni')]",
25,Next Steps for the Colorado Risk-Limiting Audit (CORLA) Program,"Colorado conducted risk-limiting tabulation audits (RLAs) across the state in
2017, including both ballot-level comparison audits and ballot-polling audits.
Those audits only covered contests restricted to a single county; methods to
efficiently audit contests that cross county boundaries and combine ballot
polling and ballot-level comparisons have not been available.
  Colorado's current audit software (RLATool) needs to be improved to audit
these contests that cross county lines and to audit small contests efficiently.
  This paper addresses these needs. It presents extremely simple but
inefficient methods, more efficient methods that combine ballot polling and
ballot-level comparisons using stratified samples, and methods that combine
ballot-level comparison and variable-size batch comparison audits in a way that
does not require stratified sampling.
  We conclude with some recommendations, and illustrate our recommended method
using examples that compare them to existing approaches. Exemplar open-source
code and interactive Jupyter notebooks are provided that implement the methods
and allow further exploration.",1803.00698v1,stat.AP,2018-03-02 03:46:37+00:00,"[arxiv.Result.Author('Mark Lindeman'), arxiv.Result.Author('Neal McBurnett'), arxiv.Result.Author('Kellie Ottoboni'), arxiv.Result.Author('Philip B. Stark')]",
26,Auditable Register Emulations,"The widespread prevalence of data breaches amplifies the importance of
auditing storage systems. In this work, we initiate the study of auditable
storage emulations, which provide the capability for an auditor to report the
previously executed reads in a register. We precisely define the notion of
auditable register and its properties, and establish tight bounds and
impossibility results for auditable storage emulations in the presence of
faulty storage objects. Our formulation considers loggable read-write registers
that securely store data using information dispersal and support fast reads. In
such a scenario, given a maximum number~$f$ of faulty storage objects and a
minimum number~$\tau$ of data blocks required to recover a stored value, we
prove that (1) auditability is impossible if $\tau \leq 2f $; (2) implementing
a weak form of auditability requires $\tau \geq 3f+1$; and (3) a stronger form
of auditability is impossible. We also show that signing read requests
overcomes the lower bound of weak auditability, while totally ordering
operations or using non-fast reads enables strong auditability.",1905.08637v2,cs.DC,2019-05-21 13:44:22+00:00,"[arxiv.Result.Author('Vinicius V. Cogo'), arxiv.Result.Author('Alysson Bessani')]",
27,A note on efficient audit sample selection,"Auditing is a widely used method for quality improvement, and many guidelines
are available advising on how to draw samples for auditing. However,
researchers or auditors sometimes find themselves in situations that are not
straightforward and the standard sampling techniques are not sufficient, for
example when a selective sample has initially been audited and the auditor
desires to re-use as many cases as possible from this initial audit in a new
audit sample that is representative with respect to some background
characteristics. In this paper, we introduce a method that selects an audit
sample that re-uses initially audited cases by considering the selection of a
representative audit sample as a constrained minimization problem. In addition,
we evaluate the performance of this method by means of a simulation study and
we apply the method to draw an audit sample of establishments to evaluate the
quality of an establishment registry used to produce statistics on energy
consumption per type of economic activity.",2105.10737v1,stat.ME,2021-05-22 14:23:36+00:00,"[arxiv.Result.Author('Laura Boeschoten'), arxiv.Result.Author('Sander Scholtus'), arxiv.Result.Author('Arnout van Delden')]",
28,PROVIDENCE: a Flexible Round-by-Round Risk-Limiting Audit,"A Risk-Limiting Audit (RLA) is a statistical election tabulation audit with a
rigorous error guarantee. We present ballot polling RLA PROVIDENCE, an audit
with the efficiency of MINERVA and flexibility of BRAVO. We prove that
PROVIDENCE is risk-limiting in the presence of an adversary who can choose
subsequent round sizes given knowledge of previous samples. We describe a
measure of audit workload as a function of the number of rounds, precincts
touched, and ballots drawn.We quantify the problem of obtaining a misleading
audit sample when rounds are too small, demonstrating the importance of the
resulting constraint on audit planning. We present simulation results
demonstrating the superiority of PROVIDENCE using these measures and describing
an approach to planning audit round schedules.
  We describe the use of PROVIDENCE by the Rhode Island Board of Elections in a
tabulation audit of the 2021 election. Our implementation of PROVIDENCE and
audit planning tools in the open source R2B2 library should be useful to the
states of Georgia and Pennsylvania, which are planning pre-certification ballot
polling RLAs for the 2022 general election.",2210.08717v1,cs.CR,2022-10-17 03:14:46+00:00,"[arxiv.Result.Author('Oliver Broadrick'), arxiv.Result.Author('Poorvi L. Vora'), arxiv.Result.Author('Filip Zagórski')]",
