,Title,Summary,DOI,Categories,Publish Time,Authors,Journal
10,The Impact of Technologies in Political Campaigns,"Recent political campaigns have demonstrated how technologies are used to
boost election outcomes by microtargeting voters. We propose and analyze a
framework which analyzes how political activists use technologies to target
voters. Voters are represented as nodes of a network. Political activists reach
out locally to voters and try to convince them. Depending on their
technological advantage and budget, political activists target certain regions
in the network where their activities are able to generate the largest
vote-share gains. Analytically and numerically, we quantify vote-share gains
and savings in terms of budget and number of activists from employing superior
targeting technologies compared to traditional campaigns. Moreover, we
demonstrate that the technological precision must surpass a certain threshold
in order to lead to a vote-share gain or budget advantage. Finally, by
calibrating the technology parameters to the recent U.S. presidential election,
we show that a pure targeting technology advantage is consistent with Trump
winning against Clinton.",1909.07644v1,physics.soc-ph,2019-09-17 08:26:04+00:00,"[arxiv.Result.Author('Moritz Hoferer'), arxiv.Result.Author('Lucas Böttcher'), arxiv.Result.Author('Hans J. Herrmann'), arxiv.Result.Author('Hans Gersbach')]",Physica A: Statistical Mechanics and its Applications (2019)
11,The effect of quenched disorder in neutral theories,"We study systems with two symmetric absorbing states, such as the voter model
and variations of it, which have been broadly used as minimal neutral models in
genetics, population ecology, sociology, etc. We analyze the effects of a key
ingredient ineluctably present in most real applications: random-field-like
quenched disorder. In accord with simulations and previous findings,
coexistence between the two competing states/opinions turns out to be strongly
favored by disorder in the standard voter model; actually, a disorder-induced
phase transition is generated for any finite system size in the presence of an
arbitrary small spontaneous-inversion rate (preventing absorbing states from
being stable). For non-linear versions of the voter model a general theory (by
AlHammal et al.) explains that the spontaneous breaking of the up/down symmetry
and an absorbing state phase transition can occur either together or
separately, giving raise to two different scenarios. Here, we show that he
presence of quenched disorder in non-linear voter models does not allow the
separation of the up-down (Ising-like) symmetry breaking from the
active-to-absorbing phase transition in low-dimensional systems: both phenomena
can occur only simultaneously, as a consequence of the well-known Imry-Ma
argument generalized to these non-equilibrium problems. When the two phenomena
occur at unison, resulting into a genuinely non-equilibrium (""Generalized
Voter"") transition, the Imry-Ma argument is violated and the symmetry can be
spontaneously broken even in low dimensions.",1304.0965v1,cond-mat.stat-mech,2013-04-03 14:23:03+00:00,"[arxiv.Result.Author('Claudio Borile'), arxiv.Result.Author('Amos Maritan'), arxiv.Result.Author('Miguel A. Muñoz')]","Journal of Statistical Mechanics: Theory and Experiment 2013 (04),
  P04032"
12,How Twitter Data Sampling Biases U.S. Voter Behavior Characterizations,"Online social media are key platforms for the public to discuss political
issues. As a result, researchers have used data from these platforms to analyze
public opinions and forecast election results. Recent studies reveal the
existence of inauthentic actors such as malicious social bots and trolls,
suggesting that not every message is a genuine expression from a legitimate
user. However, the prevalence of inauthentic activities in social data streams
is still unclear, making it difficult to gauge biases of analyses based on such
data. In this paper, we aim to close this gap using Twitter data from the 2018
U.S. midterm elections. Hyperactive accounts are over-represented in volume
samples. We compare their characteristics with those of randomly sampled
accounts and self-identified voters using a fast and low-cost heuristic. We
show that hyperactive accounts are more likely to exhibit various suspicious
behaviors and share low-credibility information compared to likely voters.
Random accounts are more similar to likely voters, although they have slightly
higher chances to display suspicious behaviors. Our work provides insights into
biased voter characterizations when using online observations, underlining the
importance of accounting for inauthentic actors in studies of political issues
based on social media data.",2006.01447v1,cs.CY,2020-06-02 08:33:30+00:00,"[arxiv.Result.Author('Kai-Cheng Yang'), arxiv.Result.Author('Pik-Mai Hui'), arxiv.Result.Author('Filippo Menczer')]",
13,A Bi-level assessment of Twitter in predicting the results of an election: Delhi Assembly Elections 2020,"Elections are the backbone of any democratic country, where voters elect the
candidates as their representatives. The emergence of social networking sites
has provided a platform for political parties and their candidates to connect
with voters in order to spread their political ideas. Our study aims to use
Twitter in assessing the outcome of Delhi Assembly elections held in 2020,
using a bi-level approach, i.e., concerning political parties and their
candidates. We analyze the correlation of election results with the activities
of different candidates and parties on Twitter, and the response of voters on
them, especially the mentions and sentiment of voters towards a party. The
Twitter profiles of the candidates are compared both at the party level as well
as the candidate level to evaluate their association with the outcome of the
election. We observe that the number of followers and the replies to the tweets
of candidates are good indicators for predicting actual election outcome.
However, we observe that the number of tweets mentioning a party and the
sentiment of voters towards the party shown in tweets are not aligned with the
election result. We also use machine learning models on various features such
as linguistic, word embeddings and moral dimensions for predicting the election
result (win or lose). The random forest model using tweet features provides
promising results for predicting if the tweet belongs to a winning or losing
candidate.",2204.08746v2,cs.SI,2022-04-19 08:40:18+00:00,"[arxiv.Result.Author('Maneet Singh'), arxiv.Result.Author('S. R. S. Iyengar'), arxiv.Result.Author('Akrati Saxena'), arxiv.Result.Author('Rishemjit Kaur')]",
14,Separate or perish - the coevolving voter model,"Recent generalization of the coevolving voter model (J. Toruniewska et al,
PRE 96 (2017) 042306) is further generalized here, including spin-dependent
probability of rewiring. Mean field results indicate that either the system
splits into two separate networks with different spins, or one of spin
orientation goes extinct. In both cases, the density of active links is equal
to zero. The results are discussed in terms of homophily in social contacts.",1804.06650v2,physics.soc-ph,2018-04-18 11:06:22+00:00,"[arxiv.Result.Author('Krzysztof Kulakowski'), arxiv.Result.Author('Maria Stojkow'), arxiv.Result.Author('Dorota Zuchowska-Skiba'), arxiv.Result.Author('Przemyslaw Gawronski')]",
15,An AI-Powered VVPAT Counter for Elections in India,"The Election Commission of India has introduced Voter Verified Paper Audit
Trail since 2019. This mechanism has increased voter confidence at the time of
casting the votes. However, physical verification of the VVPATs against the
party level counts from the EVMs is done only in 5 (randomly selected) machines
per constituency. The time required to conduct physical verification becomes a
bottleneck in scaling this activity for 100% of machines in all constituencies.
We proposed an automated counter powered by image processing and machine
learning algorithms to speed up the process and address this issue.",2212.11124v1,cs.CV,2022-12-09 14:59:40+00:00,"[arxiv.Result.Author('Prasath Murugesan'), arxiv.Result.Author('Shamshu Dharwez Saganvali')]",
16,Mechanism of murine epidermal maintenance: Cell division and the Voter Model,"This paper presents an interesting experimental example of voter-model
statistics in biology. In recent work on mouse tail-skin, where proliferating
cells are confined to a two-dimensional layer, we showed that cells proliferate
and differentiate according to a simple stochastic model of cell division
involving just one type of proliferating cell that may divide both
symmetrically and asymmetrically. Curiously, these simple rules provide
excellent predictions of the cell population dynamics without having to address
their spatial distribution. Yet, if the spatial behaviour of cells is addressed
by allowing cells to diffuse at random, one deduces that density fluctuations
destroy tissue confluence, implying some hidden degree of spatial regulation in
the physical system. To infer the mechanism of spatial regulation, we consider
a two-dimensional model of cell fate that preserves the overall population
dynamics. By identifying the resulting behaviour with a three-species variation
of the ""Voter"" model, we predict that proliferating cells in the basal layer
should cluster. Analysis of empirical correlations of cells stained for
proliferation activity confirms that the expected clustering behaviour is
indeed seen in nature.",0712.0133v1,physics.bio-ph,2007-12-02 10:16:06+00:00,"[arxiv.Result.Author('Allon M. Klein'), arxiv.Result.Author('David P. Doupe'), arxiv.Result.Author('Philip H. Jones'), arxiv.Result.Author('Benjamin D. Simons')]",
17,Group Incentives and Rational Voting,"Our model describes competition between groups driven by the choices of
self-interested voters within groups. Within a Poisson voting environment,
parties observe aggregate support from groups and can allocate prizes or
punishments to them. In a tournament style analysis, the model characterizes
how contingent allocation of prizes based on relative levels of support affects
equilibrium voting behavior. In addition to standard notions of pivotality,
voters influence the distribution of prizes across groups. Such prize
pivotality supports positive voter turnout even in non-competitive electoral
settings. The analysis shows that competition for a prize awarded to the most
supportive group is only stable when two groups actively support a party.
However, competition among groups to avoid punishment is stable in environments
with any number of groups. We conclude by examining implications for endogenous
group formation and how politicians structure the allocation of rewards and
punishments.",1106.3102v4,math.PR,2011-06-15 21:20:50+00:00,"[arxiv.Result.Author('Alastair Smith'), arxiv.Result.Author('Bruce Bueno de Mesquita'), arxiv.Result.Author('Tom LaGatta')]","Journal of Theoretical Politics February 22, 2016 0951629816630439"
18,Balancing conservative and disruptive growth in the voter model,"We are concerned with how the implementation of growth determines the
expected number of state-changes in a growing self-organizing process. With
this problem in mind, we examine two versions of the voter model on a
one-dimensional growing lattice. Our main result asserts that the expected
number of state-changes before an absorbing state is found can be controlled by
balancing the conservative and disruptive forces of growth. This is because
conservative growth preserves the self-organization of the voter model as it
searches for an absorbing state, whereas disruptive growth undermines this
self-organization. In particular, we focus on controlling the expected number
of state-changes as the rate of growth tends to zero or infinity in the limit.
These results illustrate how growth can affect the costs of self-organization
and so are pertinent to the physics of growing active matter.",2011.05780v2,physics.soc-ph,2020-10-21 18:33:20+00:00,"[arxiv.Result.Author('Robert J. H. Ross'), arxiv.Result.Author('Walter Fontana')]",
19,Multilayer coevolution dynamics of the nonlinear voter model,"We study a coevolving nonlinear voter model on a two-layer network.
Coevolution stands for coupled dynamics of the state of the nodes and of the
topology of the network in each layer. The plasticity parameter p measures the
relative time scale of the evolution of the states of the nodes and the
evolution of the network by link rewiring. Nonlinearity of the interactions is
taken into account through a parameter q that describes the nonlinear effect of
local majorities, being q = 1 the marginal situation of the ordinary voter
model. Finally the connection between the two layers is measured by a degree of
multiplexing `. In terms of these three parameters, p, q and ` we find a rich
phase diagram with different phases and transitions. When the two layers have
the same plasticity p, the fragmentation transition observed in a single layer
is shifted to larger values of p plasticity, so that multiplexing avoids
fragmentation. Different plasticities for the two layers lead to new phases
that do not exist in a coevolving nonlinear voter model in a single layer,
namely an asymmetric fragmented phase for q > 1 and an active shattered phase
for q < 1. Coupling layers with dfferent types of nonlinearity, q1 < 1 and q2 >
1, we can find two different transitions by increasing the plasticity
parameter, a first absorbing transition with no fragmentation and a subsequent
fragmentation transition.",1811.12136v1,nlin.AO,2018-11-29 13:39:35+00:00,"[arxiv.Result.Author('Byungjoon Min'), arxiv.Result.Author('Maxi San Miguel')]","New J. Phys. 21, 035004 (2019)"
20,Performance Comparison of some Synchronous Adders,"This technical note compares the performance of some synchronous adders which
correspond to the following architectures: i) ripple carry adder (RCA), ii)
recursive carry lookahead adder (RCLA), iii) hybrid RCLA-RCA with the RCA used
in the least significant adder bit positions, iv) block carry lookahead adder
(BCLA), v) hybrid BCLA-RCA with the RCA used in the least significant adder bit
positions, and vi) non-uniform input partitioned carry select adders (CSLAs)
without and with the binary to excess-1 code (BEC) converter. The 32-bit
addition was considered as an example operation. The adder architectures
mentioned were implemented by targeting a typical case PVT specification (high
threshold voltage, supply voltage of 1.05V and operating temperature of 25
degrees Celsius) of the Synopsys 32/28nm CMOS technology. The comparison leads
to the following observations: i) the hybrid CCLA-RCA is preferable to the
other adders in terms of the speed, the power-delay product, and the
energy-delay product, ii) the non-uniform input partitioned CSLA without the
BEC converter is preferable to the other adders in terms of the area-delay
product, and iii) the RCA incorporating the full adder present in the standard
digital cell library is preferable to the other adders in terms of the
power-delay-area product.",1810.01115v1,cs.AR,2018-10-02 08:34:26+00:00,[arxiv.Result.Author('P Balasubramanian')],
21,On the Design and Analysis of Quaternary Serial and Parallel Adders,"Optimization techniques for decreasing the time and area of adder circuits
have been extensively studied for years mostly in binary logic system. In this
paper, we provide the necessary equations required to design a full adder in
quaternary logic system. We develop the equations for single-stage parallel
adder which works as a carry look-ahead adder. We also provide the design of a
logarithmic stage parallel adder which can compute the carries within log2(n)
time delay for n qudits. At last, we compare the designs and finally propose a
hybrid adder which combines the advantages of serial and parallel adder.",1009.2622v1,cs.AR,2010-09-14 10:48:56+00:00,"[arxiv.Result.Author('Anindya Das'), arxiv.Result.Author('Ifat Jahangir'), arxiv.Result.Author('Masud Hasan')]",
22,Single Spin Logic Implementation of VLSI Adders,"Some important VLSI adder circuits are implemented using quantum dots (qd)
and Spin Polarized Scanning Tunneling Microscopy (SPSTM) in Single Spin Logic
(SSL) paradigm. A simple comparison between these adder circuits shows that the
mirror adder implementation in SSL does not carry any advantage over CMOS adder
in terms of complexity and number of qds, opposite to the trend observed in
their charge-based counterparts. On the contrary, the transmission gate adder,
Static and Dynamic Manchester carry gate adders in SSL reduce the complexity
and number of qds, in harmony with the trend shown in transistor adders.",1111.5086v1,quant-ph,2011-11-22 04:32:06+00:00,"[arxiv.Result.Author('Soumitra Shukla'), arxiv.Result.Author('Bahniman Ghosh')]",
23,Best implementations of quaternary adders,"The implementation of a quaternary 1-digit adder composed of a 2-bit binary
adder, quaternary to binary decoders and binary to quaternary encoders is
compared with several recent implementations of quaternary adders. This simple
implementation outperforms all other implementations using only one power
supply. It is equivalent to the best other implementation using three power
supplies. The best quaternary adder using a 2-bit binary adder, the interface
circuits between quaternary and binary levels are just overhead compared to the
binary adder. This result shows that the quaternary approach for adders use
more transistors, more chip area and more power dissipation than the
corresponding binary ones.",2005.02206v1,cs.AR,2020-05-05 14:14:27+00:00,[arxiv.Result.Author('Daniel Etiemble')],
24,Two New CNTFET Quaternary Full Adders for Carry-Propagate Adders,"In Carry Propagate Adders, carry propagation is the critical delay. For the
1-digit adders that they use, the most efficient scheme is to generate two
intermediate carries: C$_{out0}$ ($C_{in}$=0) and $C_{out1}$($C_{in}$=1). Then
multiplex them to produce the correct output according to $C_{in}$. For any
radix, the carry output has always a logical value 0 or 1. We show that using 0
and $V_{dd}$ levels for input and output carries instead of 0 and $V_{dd}$/3 in
quaternary full adders significantly reduce the carry propagation. We compare
such a quaternary full adder with binary full adders to implement N-digit carry
propagate adders.",2207.01401v1,cs.AR,2022-07-04 13:31:59+00:00,[arxiv.Result.Author('Daniel Etiemble')],
25,Quantum Plain and Carry Look-Ahead Adders,"In this paper, two quantum networks for the addition operation are presented.
One is the Modified Quantum Plain (MQP) adder, and the other is the Quantum
Carry Look-Ahead (QCLA) adder. The MQP adder is obtained by modifying the
Conventional Quantum Plain (CQP) adder. The QCLA adder is an extension of
conventional digital Carry Look-Ahead adder. Compared with the CQP adder, two
main advantages are as follows: First, the proposed MQP and QCLA adders have
less number of elementary gates than the CQP adder. Secondly, the number of
processing stages of the MQP and QCLA adder are less than ones of the CQP
adder. As a result, the throughput time for computing the sum of two numbers on
the quantum computer can be improved.",quant-ph/0206028v1,quant-ph,2002-06-05 14:53:13+00:00,"[arxiv.Result.Author('Kai-Wen Cheng'), arxiv.Result.Author('Chien-Cheng Tseng')]",
26,Best CNTFET Ternary Adders?,"The MUX implementation of ternary half adders and full adders using
predecessor and successor functions lead to the most efficient efficient
implementation using the smallest transistor count. These designs are compared
with the binary implementation of the corresponding half adders and full adders
using the MUX technique or the typical complementary CMOS circuit style. The
transistor count ratio between ternary and binary implementations is always
greater than the information ratio ($log_2(3)/log_2(2)$ = 1.585) between
ternary and binary wires.",2101.01516v1,cs.AR,2021-01-05 14:06:43+00:00,[arxiv.Result.Author('Daniel Etiemble')],
27,Performance Comparison of Quasi-Delay-Insensitive Asynchronous Adders,"In this technical note, we provide a comparison of the design metrics of
various quasi-delay-insensitive (QDI) asynchronous adders, where the adders
correspond to diverse architectures. QDI adders are robust, and the objective
of this technical note is to point to those QDI adders which are suitable for
low power/energy and less area. This information could be valuable for a
resource-constrained low power VLSI design scenario. Non-QDI adders are
excluded from the comparison since they are not robust although they may have
optimized design metrics. All the QDI adders were realized using a 32/28nm CMOS
process.",1907.10826v1,cs.AR,2019-07-24 10:31:54+00:00,[arxiv.Result.Author('P Balasubramanian')],
28,Applicability of Partial Ternary Full Adder in Ternary Arithmetic Units,"This paper explores whether or not a complete ternary full adder, whose input
variables can independently be '0', '1', or '2', is indispensable in the
arithmetic blocks of adder, subtractor, and multiplier. Our investigations show
that none of the mentioned arithmetic units require a complete ternary full
adder. Instead, they can be designed by use of partial ternary full adder,
whose input carry never becomes '2'. Furthermore, some new ternary compressors
are proposed in this paper without the requirement of complete ternary full
adder. The usage of partial ternary full adder can help circuit designers to
simplify their designs, especially in transistor level.",1902.06742v1,cs.AR,2019-02-17 20:34:42+00:00,"[arxiv.Result.Author('Aida Ghorbani Asibelagh'), arxiv.Result.Author('Reza Faghih Mirzaee')]",
29,Area/latency optimized early output asynchronous full adders and relative-timed ripple carry adders,"This article presents two area/latency optimized gate level asynchronous full
adder designs which correspond to early output logic. The proposed full adders
are constructed using the delay-insensitive dual-rail code and adhere to the
four-phase return-to-zero handshaking. For an asynchronous ripple carry adder
(RCA) constructed using the proposed early output full adders, the
relative-timing assumption becomes necessary and the inherent advantages of the
relative-timed RCA are: (1) computation with valid inputs, i.e., forward
latency is data-dependent, and (2) computation with spacer inputs involves a
bare minimum constant reverse latency of just one full adder delay, thus
resulting in the optimal cycle time. With respect to different 32-bit RCA
implementations, and in comparison with the optimized strong-indication,
weak-indication, and early output full adder designs, one of the proposed early
output full adders achieves respective reductions in latency by 67.8, 12.3 and
6.1 %, while the other proposed early output full adder achieves corresponding
reductions in area by 32.6, 24.6 and 6.9 %, with practically no power penalty.
Further, the proposed early output full adders based asynchronous RCAs enable
minimum reductions in cycle time by 83.4, 15, and 8.8 % when considering
carry-propagation over the entire RCA width of 32-bits, and maximum reductions
in cycle time by 97.5, 27.4, and 22.4 % for the consideration of a typical
carry chain length of 4 full adder stages, when compared to the least of the
cycle time estimates of various strong-indication, weak-indication, and early
output asynchronous RCAs of similar size. All the asynchronous full adders and
RCAs were realized using standard cells in a semi-custom design fashion based
on a 32/28 nm CMOS process technology.",1604.04006v1,cs.AR,2016-04-14 01:01:41+00:00,"[arxiv.Result.Author('P Balasubramanian'), arxiv.Result.Author('S Yamashita')]","SpringerPlus, vol. 5:440, pages 26, April 2016"
